Time;Head;Neck;Spine Shoulder;Spine Mid;Spine Base;R Shoulder;R Elbow;R Wrist;R Hand;R Hand Tip;
1523791434984;0.0625699 0.48634 3.48527;0.0692444 0.32024 3.49081;0.0711323 0.241677 3.49448;0.0766577 0.00239101 3.4954;0.0839229 -0.322081 3.48629;0.244582 0.214924 3.49637;0.303829 -0.106439 3.49637;0.41605 -0.402526 3.49561;0.43165 -0.461964 3.48548;0.438346 -0.533612 3.48022;
1523791435018;0.062523 0.486624 3.48542;0.0691216 0.320375 3.49099;0.0710317 0.241735 3.49461;0.0765386 0.00229029 3.49547;0.0836095 -0.322811 3.48613;0.244526 0.214873 3.49641;0.303811 -0.106437 3.49641;0.416053 -0.40247 3.49563;0.429143 -0.459029 3.48687;0.437136 -0.53025 3.47063;
1523791435052;0.0625242 0.48662 3.48539;0.0688434 0.320367 3.49115;0.0707661 0.241696 3.49475;0.0762927 0.00215278 3.49555;0.0833684 -0.323086 3.48612;0.244657 0.214857 3.49676;0.303644 -0.106438 3.49676;0.415008 -0.401103 3.49639;0.430571 -0.455399 3.48823;0.438275 -0.523356 3.47191;
1523791435084;0.062525 0.487251 3.48579;0.0686254 0.320482 3.49116;0.0705997 0.241741 3.49477;0.0761852 0.00203532 3.49557;0.0833203 -0.323677 3.48611;0.244495 0.214955 3.49676;0.303946 -0.107515 3.49676;0.414049 -0.400321 3.4966;0.431173 -0.45979 3.4875;0.450221 -0.527034 3.47304;
1523791435119;0.0625847 0.487436 3.48593;0.0685242 0.320657 3.49117;0.0704893 0.241902 3.49477;0.0760653 0.00214454 3.49557;0.0831859 -0.323583 3.48612;0.244442 0.214924 3.49677;0.303831 -0.107269 3.49677;0.414053 -0.400764 3.4967;0.429839 -0.457618 3.48875;0.445882 -0.532222 3.48662;
1523791435157;0.0625258 0.488692 3.48605;0.068042 0.321179 3.49139;0.0700712 0.242302 3.49497;0.0758353 0.0022575 3.49568;0.0830962 -0.323617 3.48618;0.244268 0.214272 3.49652;0.303857 -0.107458 3.49652;0.413497 -0.399835 3.49715;0.428853 -0.457036 3.49006;0.441276 -0.532147 3.48318;
1523791435184;0.0625274 0.488907 3.48579;0.0671564 0.321742 3.49106;0.0692823 0.242803 3.49469;0.0753479 0.00255622 3.49555;0.082927 -0.32349 3.48619;0.244328 0.214179 3.49665;0.30365 -0.107142 3.49665;0.413921 -0.400837 3.49752;0.428966 -0.457558 3.48928;0.442271 -0.531029 3.48272;
1523791435219;0.0623948 0.490329 3.48609;0.0671391 0.32242 3.49129;0.0692195 0.243549 3.49488;0.075151 0.00351189 3.49558;0.0825463 -0.322079 3.48595;0.244314 0.214003 3.49677;0.303564 -0.107166 3.49677;0.413043 -0.399559 3.49827;0.428583 -0.457324 3.48961;0.445855 -0.528207 3.48391;
1523791435251;0.0624019 0.49033 3.4861;0.0670003 0.322378 3.49115;0.0690386 0.243497 3.49473;0.0748279 0.00340167 3.49538;0.0820512 -0.322274 3.48573;0.244288 0.214061 3.49685;0.302685 -0.105401 3.49685;0.413055 -0.399516 3.49832;0.428102 -0.456672 3.48734;0.447601 -0.524368 3.47093;
1523791435285;0.0624056 0.490241 3.48604;0.0669261 0.322039 3.49154;0.0689382 0.243175 3.49511;0.0746671 0.00310878 3.49576;0.0818486 -0.322522 3.48612;0.244294 0.213736 3.49721;0.302456 -0.105245 3.49721;0.413488 -0.400213 3.49797;0.428461 -0.458565 3.48864;0.444207 -0.534056 3.48856;
1523791435320;0.0626195 0.490047 3.48738;0.068006 0.320673 3.49144;0.0698701 0.241351 3.49525;0.0750953 -0.000994595 3.49648;0.0809567 -0.331766 3.48796;0.24402 0.209163 3.49712;0.302634 -0.107591 3.49712;0.411807 -0.397053 3.49926;0.427772 -0.458487 3.48858;0.447506 -0.530506 3.48273;
1523791435351;0.0626452 0.49007 3.48786;0.067857 0.320062 3.49121;0.0696549 0.240335 3.49514;0.0746203 -0.00384684 3.49697;0.0803691 -0.337432 3.48983;0.244569 0.208397 3.49792;0.30227 -0.108077 3.49792;0.410074 -0.393682 3.50007;0.427862 -0.457581 3.49087;0.443768 -0.532251 3.49278;
1523791435385;0.0626779 0.490055 3.48819;0.0677924 0.320007 3.49135;0.069548 0.240158 3.49532;0.0744166 -0.00449247 3.49724;0.0802072 -0.3384 3.49002;0.244839 0.207859 3.49842;0.297604 -0.0991866 3.49842;0.409953 -0.393399 3.50011;0.427978 -0.458441 3.49105;0.449845 -0.532935 3.48847;
1523791435419;0.0626128 0.48997 3.48815;0.067489 0.31852 3.4915;0.0692602 0.238768 3.49552;0.0742479 -0.00524349 3.49749;0.0801969 -0.338436 3.49013;0.245058 0.207445 3.49876;0.295332 -0.0952187 3.49876;0.40961 -0.392262 3.50041;0.427457 -0.456545 3.48885;0.448074 -0.526182 3.47864;
1523791435452;0.0625669 0.489923 3.48816;0.0674767 0.317716 3.49214;0.0691766 0.237975 3.4961;0.0740181 -0.00579939 3.49783;0.0799745 -0.338524 3.49018;0.24531 0.207086 3.49915;0.294544 -0.0932537 3.49915;0.409239 -0.391797 3.50058;0.427521 -0.456638 3.48928;0.445491 -0.533146 3.49509;
1523791435484;0.0625729 0.489929 3.48816;0.0677793 0.31752 3.49213;0.0693555 0.237781 3.49611;0.0739716 -0.00597867 3.49787;0.0795146 -0.338638 3.49024;0.24548 0.206648 3.49964;0.294281 -0.0929344 3.49964;0.408629 -0.39011 3.50085;0.426363 -0.456513 3.48983;0.439882 -0.52999 3.48456;
1523791435520;0.0627111 0.489778 3.48826;0.068155 0.316892 3.49241;0.0696916 0.236826 3.4965;0.0739836 -0.00815022 3.49869;0.078826 -0.342231 3.49155;0.24528 0.205508 3.49935;0.293972 -0.0924044 3.49935;0.408437 -0.38962 3.50099;0.427288 -0.456936 3.4894;0.442275 -0.531854 3.49462;
1523791435552;0.0627304 0.48987 3.48837;0.0681046 0.31786 3.49336;0.0696305 0.237326 3.49718;0.0739311 -0.0082197 3.49894;0.0787557 -0.34297 3.49158;0.245409 0.205427 3.49953;0.295295 -0.0985267 3.49953;0.40815 -0.389052 3.50066;0.427762 -0.456016 3.48738;0.451028 -0.529359 3.48565;
1523791435585;0.0627509 0.48991 3.48856;0.0680931 0.317808 3.49336;0.0696191 0.237286 3.4972;0.0739228 -0.00823831 3.49901;0.0787635 -0.342934 3.49167;0.245622 0.205243 3.49995;0.294797 -0.0972174 3.49995;0.407989 -0.388809 3.50063;0.427701 -0.456326 3.49153;0.446051 -0.523449 3.48252;
1523791435620;0.0627692 0.489927 3.48862;0.0680934 0.317772 3.49354;0.0696278 0.237231 3.49744;0.0739725 -0.00833743 3.49933;0.0789257 -0.342951 3.49198;0.24579 0.20526 3.50027;0.29318 -0.0931199 3.50027;0.407477 -0.387743 3.50118;0.427818 -0.455544 3.49264;0.443882 -0.525039 3.48624;
1523791435652;0.0627877 0.490161 3.48894;0.0681867 0.31776 3.494;0.0697197 0.237185 3.49789;0.0740629 -0.00846049 3.4997;0.0790417 -0.343027 3.49217;0.245943 0.205238 3.50068;0.292911 -0.093112 3.50068;0.407236 -0.387417 3.50127;0.427368 -0.455787 3.48999;0.451487 -0.523431 3.48846;
1523791435685;0.0628232 0.489813 3.48906;0.0684303 0.317117 3.49428;0.0699413 0.236567 3.4982;0.0742251 -0.00895949 3.50002;0.0791647 -0.343204 3.49238;0.24627 0.205062 3.50125;0.295895 -0.101673 3.50125;0.406991 -0.387062 3.50156;0.426668 -0.455538 3.48945;0.448496 -0.52439 3.48685;
1523791435719;0.0627925 0.489604 3.48914;0.0689406 0.316219 3.49457;0.0703284 0.235824 3.49848;0.074341 -0.00930462 3.50019;0.0791597 -0.343212 3.49242;0.246331 0.204993 3.50139;0.294779 -0.0961736 3.50139;0.407276 -0.387117 3.50202;0.427947 -0.45569 3.49297;0.447254 -0.524872 3.49199;
1523791435752;0.0628624 0.489523 3.48919;0.0688956 0.315668 3.49433;0.0703066 0.235345 3.49834;0.0743687 -0.00961341 3.50024;0.0792607 -0.3433 3.4926;0.246293 0.204568 3.50142;0.293867 -0.0942621 3.50142;0.407253 -0.387016 3.50203;0.426207 -0.453809 3.48949;0.43658 -0.536574 3.49635;
1523791435785;0.0629559 0.489602 3.48932;0.0686612 0.316643 3.49492;0.0701291 0.23603 3.49887;0.0743043 -0.00946493 3.50065;0.0793095 -0.343457 3.49299;0.246461 0.204597 3.5018;0.293149 -0.0919716 3.5018;0.40702 -0.386767 3.50187;0.425452 -0.453094 3.48902;0.436572 -0.525441 3.4745;
1523791435819;0.0629312 0.489673 3.48961;0.0691104 0.316241 3.49609;0.070485 0.235633 3.49994;0.0744305 -0.00984668 3.5014;0.0792739 -0.343665 3.49331;0.246538 0.204596 3.50198;0.293276 -0.0914261 3.50198;0.406929 -0.386593 3.50225;0.426354 -0.455513 3.4961;0.447437 -0.526561 3.49328;
1523791435851;0.0629937 0.489474 3.49005;0.0691373 0.316246 3.4961;0.0705041 0.235633 3.49996;0.0744377 -0.00986328 3.50143;0.0792672 -0.343685 3.49335;0.246499 0.204433 3.50209;0.292845 -0.0911377 3.50209;0.406762 -0.386626 3.50237;0.426098 -0.45494 3.49315;0.436061 -0.531612 3.47953;
1523791435886;0.0629154 0.489754 3.49032;0.069258 0.3163 3.49623;0.0705932 0.235674 3.50012;0.0744323 -0.00986807 3.5017;0.0790846 -0.343706 3.49378;0.246664 0.204369 3.50227;0.297152 -0.102341 3.50227;0.406264 -0.386023 3.50287;0.425841 -0.455064 3.49488;0.432067 -0.535246 3.49076;
1523791435922;0.0629104 0.489777 3.49036;0.0692101 0.316328 3.49633;0.0705419 0.235685 3.50027;0.0743813 -0.00996663 3.50208;0.0791114 -0.34396 3.4945;0.246882 0.204436 3.50334;0.295491 -0.0990367 3.50334;0.4063 -0.38607 3.50387;0.426147 -0.452122 3.49475;0.433657 -0.523728 3.48993;
1523791435956;0.0629175 0.489829 3.49039;0.0690224 0.316254 3.49633;0.070412 0.235616 3.50029;0.074355 -0.0100269 3.50212;0.0791978 -0.344018 3.49455;0.246913 0.204439 3.50338;0.295494 -0.100438 3.50338;0.406223 -0.386006 3.50388;0.42616 -0.453695 3.49421;0.435429 -0.530452 3.47196;
1523791435985;0.0628938 0.489646 3.49051;0.0690554 0.316217 3.49642;0.0704361 0.235566 3.50041;0.0743383 -0.0101286 3.50232;0.0791272 -0.344122 3.49479;0.246878 0.204451 3.50349;0.294165 -0.0960751 3.50349;0.406202 -0.385895 3.50389;0.426543 -0.453821 3.49441;0.445448 -0.525984 3.49114;
1523791436020;0.0629488 0.490224 3.49059;0.0690408 0.316311 3.49642;0.0704266 0.235628 3.50042;0.0743387 -0.0101206 3.50234;0.0791404 -0.344131 3.49481;0.247077 0.20437 3.50388;0.293851 -0.0954528 3.50388;0.406123 -0.385785 3.50425;0.427653 -0.452567 3.49792;0.447204 -0.5231 3.48612;
1523791436053;0.0629021 0.489852 3.49074;0.0687943 0.316245 3.49763;0.0702304 0.23549 3.50152;0.0742818 -0.0104401 3.5031;0.0792456 -0.344542 3.49518;0.246745 0.204144 3.50368;0.293392 -0.094575 3.50368;0.4061 -0.385749 3.50432;0.428196 -0.453448 3.49859;0.443751 -0.531359 3.50001;
1523791436087;0.0627795 0.489809 3.4909;0.068764 0.316084 3.49738;0.0701916 0.235358 3.50138;0.0742204 -0.0105532 3.50314;0.0790973 -0.344704 3.4955;0.246758 0.204188 3.50399;0.292746 -0.0939647 3.50399;0.405685 -0.384921 3.5057;0.428453 -0.452169 3.49781;0.441812 -0.520185 3.48754;
1523791436122;0.0626795 0.489797 3.49092;0.068584 0.315835 3.49746;0.0700664 0.235154 3.50147;0.0742135 -0.0106697 3.50324;0.0792532 -0.344731 3.49563;0.24675 0.20434 3.50428;0.292635 -0.0936856 3.50428;0.405884 -0.385237 3.50616;0.427696 -0.455479 3.50064;0.447901 -0.524357 3.48807;
1523791436154;0.0626432 0.489442 3.49103;0.0683445 0.315787 3.49752;0.069797 0.235068 3.50158;0.0738369 -0.0109227 3.50359;0.0788052 -0.3452 3.49631;0.246503 0.204029 3.50404;0.292665 -0.0919632 3.50404;0.405872 -0.385368 3.50683;0.428789 -0.456039 3.50469;0.442475 -0.533492 3.50412;
1523791436188;0.0624859 0.489233 3.49121;0.0681999 0.315673 3.49757;0.0696916 0.234969 3.50164;0.0738205 -0.0109818 3.50365;0.0788896 -0.345219 3.49637;0.246515 0.204043 3.50405;0.292905 -0.091136 3.50405;0.405309 -0.385337 3.5075;0.425951 -0.452015 3.50226;0.437161 -0.523233 3.49308;
1523791436223;0.0625725 0.489066 3.49172;0.0684096 0.31553 3.49763;0.069882 0.234818 3.50174;0.0739885 -0.0111793 3.5039;0.0790307 -0.345419 3.4968;0.246604 0.204038 3.50421;0.292652 -0.0908843 3.50421;0.405223 -0.384918 3.50801;0.426641 -0.452377 3.50349;0.443982 -0.528198 3.49457;
1523791436253;0.0625895 0.489525 3.49187;0.0683051 0.315775 3.49768;0.0698001 0.235001 3.50178;0.0739638 -0.0111229 3.50392;0.0790367 -0.345414 3.4968;0.24648 0.204289 3.50483;0.292002 -0.0887034 3.50483;0.40515 -0.384955 3.50832;0.42534 -0.454298 3.50278;0.433959 -0.53292 3.48804;
1523791436287;0.0624901 0.489479 3.49224;0.0682359 0.315434 3.49773;0.0697453 0.234728 3.50185;0.0739505 -0.0112402 3.50401;0.079064 -0.345407 3.49687;0.246485 0.204292 3.50485;0.293415 -0.0955794 3.50485;0.405048 -0.384911 3.5086;0.424905 -0.453181 3.50369;0.435391 -0.534706 3.49971;
1523791436321;0.06242 0.489508 3.49221;0.0682903 0.315391 3.49787;0.069804 0.234674 3.502;0.074032 -0.0113213 3.50417;0.0791875 -0.345482 3.49698;0.246353 0.204171 3.50533;0.293458 -0.09493 3.50533;0.404861 -0.384486 3.51033;0.426079 -0.454568 3.50879;0.442707 -0.523483 3.50727;
1523791436354;0.0624106 0.489551 3.49218;0.0681787 0.315356 3.4979;0.0697229 0.234633 3.50204;0.0740166 -0.0113822 3.50422;0.0793023 -0.345589 3.49707;0.24593 0.203087 3.50538;0.293277 -0.0945573 3.50538;0.404823 -0.384563 3.51041;0.424994 -0.453208 3.5067;0.435194 -0.524254 3.4935;
1523791436386;0.0623631 0.489513 3.49215;0.0680135 0.315344 3.49792;0.0695985 0.234628 3.50206;0.0739871 -0.0113742 3.50424;0.0793382 -0.345542 3.49709;0.245923 0.203052 3.50536;0.292928 -0.0930454 3.50536;0.404622 -0.384515 3.51023;0.423484 -0.451246 3.5;0.43585 -0.520897 3.49019;
1523791436421;0.0619849 0.489541 3.49188;0.0671353 0.314723 3.49827;0.0687734 0.234031 3.5024;0.0733672 -0.0118632 3.50452;0.0790394 -0.345804 3.49721;0.245883 0.202734 3.5058;0.29271 -0.092549 3.5058;0.404581 -0.38451 3.5103;0.421461 -0.453594 3.50409;0.439746 -0.527871 3.50255;
1523791436453;0.0599159 0.488253 3.49086;0.0667478 0.314102 3.49852;0.0683286 0.233421 3.50267;0.0727654 -0.0124215 3.50484;0.0782934 -0.346196 3.49752;0.245043 0.20215 3.50578;0.292269 -0.091944 3.50578;0.403837 -0.384023 3.50998;0.419892 -0.451804 3.5034;0.447469 -0.526481 3.52138;
1523791436488;0.0522189 0.476007 3.4858;0.0664269 0.313001 3.49911;0.0679058 0.232459 3.50316;0.0720703 -0.0130677 3.50509;0.0770906 -0.346509 3.49744;0.242517 0.201745 3.50531;0.290405 -0.0902318 3.50531;0.403259 -0.383927 3.50976;0.41599 -0.453289 3.49448;0.427253 -0.520386 3.48872;
1523791436521;0.0444759 0.471698 3.48185;0.0648866 0.311655 3.49975;0.0661653 0.231064 3.50378;0.0697117 -0.0145557 3.50562;0.0739547 -0.347953 3.49766;0.237672 0.20016 3.50352;0.28919 -0.0885714 3.50352;0.402027 -0.384567 3.50911;0.416201 -0.457339 3.49449;0.42229 -0.533001 3.47953;
1523791436553;0.0340293 0.469778 3.48084;0.0623232 0.311425 3.50078;0.0637189 0.230898 3.50469;0.0676536 -0.0145237 3.50619;0.0724429 -0.347671 3.49782;0.235188 0.201471 3.50451;0.287839 -0.0878262 3.50451;0.400026 -0.391619 3.50461;0.413348 -0.460392 3.48817;0.428717 -0.53145 3.49227;
1523791436585;0.0188203 0.466996 3.47519;0.0596313 0.310961 3.50111;0.0608209 0.230395 3.50495;0.0641384 -0.0151185 3.50613;0.0681577 -0.348311 3.49717;0.230696 0.201008 3.50243;0.28865 -0.102057 3.50243;0.398512 -0.396429 3.50099;0.407929 -0.45805 3.48331;0.408626 -0.534186 3.47825;
1523791436620;0.0033889 0.465955 3.47115;0.051886 0.31135 3.49842;0.0534373 0.23039 3.50269;0.0577237 -0.0161598 3.50502;0.0627283 -0.350529 3.49728;0.224201 0.201378 3.49923;0.287994 -0.101856 3.49923;0.395735 -0.395564 3.49864;0.404167 -0.460233 3.48027;0.418957 -0.525408 3.47589;
1523791436653;-0.0138091 0.46025 3.4675;0.046083 0.309368 3.49702;0.047671 0.228416 3.50156;0.05219 -0.0181173 3.50472;0.0577297 -0.35245 3.49806;0.213978 0.202072 3.49495;0.281936 -0.0931895 3.49495;0.393592 -0.395037 3.4972;0.400184 -0.464728 3.48545;0.412941 -0.531294 3.48406;
1523791436686;-0.0295233 0.460427 3.46775;0.0314189 0.309007 3.49456;0.0346762 0.22774 3.49954;0.0437137 -0.0195108 3.50384;0.053824 -0.354233 3.4982;0.199122 0.201515 3.4851;0.277993 -0.0880771 3.4851;0.391717 -0.398645 3.49516;0.394142 -0.466511 3.48415;0.401151 -0.534553 3.47182;
1523791436722;-0.0476777 0.455314 3.46906;0.0186005 0.30923 3.49251;0.0227378 0.227795 3.49792;0.0348561 -0.0199997 3.50347;0.0493655 -0.355279 3.4991;0.180907 0.196543 3.47279;0.275453 -0.084453 3.47279;0.385938 -0.392238 3.49563;0.389242 -0.467531 3.48704;0.401469 -0.53656 3.48039;
1523791436754;-0.0616796 0.453342 3.47428;0.00509701 0.306495 3.49148;0.0107696 0.225338 3.49697;0.0272681 -0.0217717 3.50288;0.0468831 -0.35634 3.49913;0.176263 0.195442 3.46853;0.273548 -0.0822984 3.46853;0.383196 -0.387796 3.49782;0.387858 -0.466398 3.48904;0.389066 -0.532476 3.4844;
1523791436787;-0.0759519 0.448185 3.4778;-0.00587605 0.304343 3.48822;0.00046525 0.22354 3.49427;0.0193602 -0.0226437 3.50175;0.0430324 -0.35645 3.4997;0.168689 0.197139 3.46255;0.281354 -0.111311 3.46255;0.381493 -0.384979 3.49793;0.387473 -0.463039 3.49109;0.388875 -0.522775 3.48284;
1523791436819;-0.0902345 0.446158 3.48199;-0.00620959 0.304292 3.48808;-3.89477e-05 0.223468 3.49411;0.01823 -0.0227816 3.5016;0.0413679 -0.356674 3.4999;0.162461 0.196529 3.45807;0.271299 -0.087194 3.45807;0.379919 -0.380583 3.4999;0.390075 -0.464907 3.48831;0.396719 -0.530281 3.49682;
1523791436854;-0.0992371 0.445231 3.48186;-0.00674669 0.304691 3.48792;-0.000801357 0.223828 3.494;0.0165151 -0.0226174 3.50179;0.0381745 -0.357105 3.50105;0.155665 0.197594 3.45369;0.270037 -0.0848724 3.45369;0.382729 -0.373179 3.49766;0.392458 -0.449846 3.48139;0.392997 -0.517406 3.48925;
1523791436885;-0.108026 0.443971 3.48469;-0.00826004 0.304848 3.48787;-0.00232707 0.223904 3.49398;0.0151768 -0.0227548 3.50188;0.0374628 -0.357389 3.50129;0.150912 0.198468 3.45049;0.268456 -0.0820707 3.45049;0.382588 -0.365261 3.48687;0.392261 -0.442284 3.46249;0.391954 -0.51605 3.48008;
1523791436919;-0.112967 0.440691 3.48533;-0.025707 0.298584 3.48475;-0.0171344 0.218778 3.49175;0.00740283 -0.0250317 3.50165;0.0358247 -0.357546 3.50213;0.148627 0.19866 3.44847;0.267748 -0.0804438 3.44847;0.377768 -0.33926 3.47944;0.391922 -0.442383 3.46081;0.392136 -0.516259 3.49001;
1523791436952;-0.122219 0.440294 3.48418;-0.0310657 0.298644 3.48408;-0.02219 0.218476 3.49096;0.00397149 -0.0260092 3.50083;0.0353223 -0.35826 3.50188;0.14692 0.198736 3.44666;0.267719 -0.0786594 3.44666;0.379413 -0.338207 3.47105;0.389157 -0.419505 3.44986;0.40127 -0.50629 3.47825;
1523791436985;-0.124711 0.437895 3.48534;-0.0271143 0.300677 3.48484;-0.019776 0.219719 3.49143;0.00410867 -0.0259457 3.50088;0.0348679 -0.358677 3.50196;0.145617 0.198585 3.44495;0.268532 -0.0766106 3.44495;0.377941 -0.319435 3.44946;0.384241 -0.409428 3.43913;0.404674 -0.496792 3.46692;
1523791437020;-0.126823 0.438292 3.48646;-0.0320374 0.300881 3.48142;-0.0236961 0.21984 3.48846;0.00197126 -0.0262257 3.49886;0.0345546 -0.359205 3.50108;0.14437 0.198487 3.44286;0.269828 -0.0772979 3.44286;0.37789 -0.320859 3.44688;0.380887 -0.403637 3.42447;0.405405 -0.482866 3.44609;
1523791437052;-0.127139 0.438078 3.48664;-0.0270992 0.302597 3.48313;-0.0200993 0.221092 3.4895;0.0027742 -0.0260291 3.49881;0.0345068 -0.359571 3.5005;0.143673 0.198594 3.44131;0.273863 -0.0787951 3.44131;0.378965 -0.32394 3.4443;0.381739 -0.401819 3.41604;0.405796 -0.46757 3.41223;
1523791437086;-0.126937 0.436345 3.48719;-0.0233147 0.303931 3.48329;-0.016802 0.222281 3.48936;0.00435977 -0.0255059 3.49797;0.0348477 -0.35982 3.49864;0.141278 0.197974 3.42616;0.278158 -0.0778322 3.42616;0.374209 -0.326267 3.42218;0.383424 -0.410727 3.40118;0.402999 -0.489004 3.41266;
1523791437119;-0.125263 0.436061 3.48762;-0.0248726 0.30422 3.48145;-0.0177687 0.222671 3.4876;0.00455343 -0.0248747 3.49567;0.03683 -0.359101 3.4949;0.14058 0.198021 3.41961;0.280811 -0.0794824 3.41961;0.374887 -0.328828 3.41166;0.382517 -0.40032 3.38563;0.402348 -0.48206 3.38362;
1523791437152;-0.120512 0.435756 3.48608;-0.0232544 0.304745 3.47589;-0.0155333 0.223139 3.4819;0.00865305 -0.0249344 3.48943;0.0428563 -0.360627 3.48849;0.141639 0.198227 3.42026;0.2948 -0.110768 3.42026;0.385036 -0.360563 3.38278;0.382507 -0.412071 3.371;0.400842 -0.482109 3.37101;
1523791437185;-0.11365 0.435463 3.4852;-0.0174856 0.304369 3.47097;-0.00993871 0.222714 3.47723;0.0133393 -0.0256542 3.48566;0.0458206 -0.361779 3.48599;0.148375 0.198607 3.40364;0.297488 -0.11255 3.40364;0.387783 -0.361805 3.37412;0.38532 -0.416837 3.35849;0.404174 -0.486587 3.36416;
1523791437222;-0.101613 0.435597 3.48206;-0.0106028 0.303928 3.46621;-0.00318996 0.222277 3.47252;0.0194752 -0.0262157 3.48112;0.0506257 -0.362707 3.4819;0.153821 0.196696 3.39502;0.294687 -0.0799171 3.39502;0.378795 -0.33277 3.36371;0.388949 -0.425284 3.34643;0.407341 -0.507242 3.3798;
1523791437253;-0.0907247 0.436556 3.47917;0.00282892 0.302491 3.45921;0.00952799 0.220988 3.46561;0.030051 -0.0272048 3.47449;0.0583563 -0.363559 3.4757;0.156493 0.196714 3.39173;0.294489 -0.0777429 3.39173;0.379695 -0.330266 3.35039;0.393466 -0.423721 3.33213;0.408028 -0.501659 3.35125;
1523791437285;-0.0762828 0.436829 3.47304;0.0176488 0.307203 3.45122;0.0239081 0.22517 3.4579;0.0429596 -0.0245917 3.46758;0.0690246 -0.362915 3.46978;0.176121 0.194139 3.37379;0.299793 -0.0720711 3.37379;0.387202 -0.343868 3.32855;0.398151 -0.432816 3.31476;0.410295 -0.508659 3.32919;
1523791437320;-0.0539536 0.435298 3.46711;0.0337484 0.304981 3.44802;0.0387006 0.223445 3.45443;0.0541606 -0.0250899 3.46348;0.0762691 -0.36233 3.46508;0.191929 0.190739 3.36069;0.310254 -0.0762629 3.36069;0.393812 -0.356114 3.30311;0.400792 -0.438978 3.29562;0.417928 -0.513052 3.31595;
1523791437352;-0.0306405 0.432854 3.46224;0.052197 0.304719 3.43903;0.05639 0.222395 3.44574;0.0692578 -0.0282439 3.45558;0.0874577 -0.367755 3.45802;0.201527 0.188891 3.3492;0.32788 -0.0646275 3.3492;0.396417 -0.361288 3.29243;0.402388 -0.444708 3.2788;0.412612 -0.524139 3.30466;
1523791437385;-0.0146855 0.439619 3.4635;0.0659948 0.308212 3.43294;0.0702651 0.225019 3.43995;0.0833059 -0.0282624 3.45055;0.101494 -0.371523 3.45381;0.212936 0.190381 3.33694;0.332125 -0.0605651 3.33694;0.40091 -0.384511 3.27123;0.401978 -0.450621 3.26492;0.412384 -0.521802 3.27926;
1523791437419;0.00684718 0.442836 3.45788;0.0802637 0.307321 3.42812;0.0844714 0.225482 3.43554;0.0977107 -0.023735 3.44723;0.116825 -0.360635 3.45195;0.228077 0.188491 3.32388;0.355311 -0.0897388 3.32388;0.397942 -0.374399 3.26464;0.401704 -0.45188 3.25259;0.407897 -0.530016 3.27751;
1523791437452;0.0244546 0.446942 3.451;0.0981427 0.311262 3.41939;0.102184 0.229587 3.42773;0.114194 -0.0193135 3.44222;0.130418 -0.356608 3.45037;0.240572 0.190579 3.31114;0.357755 -0.0630295 3.31114;0.39974 -0.379109 3.25525;0.402443 -0.458097 3.24079;0.414237 -0.531273 3.27058;
1523791437485;0.0439697 0.445932 3.43828;0.126917 0.314522 3.39673;0.12953 0.229874 3.40736;0.138465 -0.027033 3.42742;0.153603 -0.375839 3.44096;0.248865 0.189843 3.29745;0.371046 -0.0942968 3.29745;0.402347 -0.379036 3.24088;0.403129 -0.456501 3.2294;0.406083 -0.535751 3.26469;
1523791437520;0.0509022 0.447132 3.43418;0.135577 0.316421 3.38798;0.138694 0.231424 3.39896;0.147828 -0.02705 3.42121;0.160695 -0.377319 3.43866;0.257845 0.189742 3.28521;0.373615 -0.0988529 3.28521;0.40356 -0.393334 3.22858;0.401161 -0.457259 3.22091;0.414915 -0.5332 3.24292;
1523791437552;0.0640144 0.456868 3.42866;0.142053 0.321931 3.38417;0.144733 0.234984 3.39581;0.153593 -0.0279503 3.41931;0.16912 -0.386509 3.43829;0.267215 0.187987 3.27607;0.384927 -0.130007 3.27607;0.404374 -0.395849 3.22451;0.400717 -0.457858 3.21938;0.410499 -0.534313 3.24113;
1523791437585;0.0770691 0.453493 3.42591;0.157495 0.319846 3.37664;0.159629 0.232521 3.38877;0.165891 -0.0323892 3.41434;0.175521 -0.391327 3.43655;0.272471 0.187914 3.26921;0.385999 -0.125125 3.26921;0.406279 -0.390306 3.21031;0.402507 -0.459916 3.20927;0.413053 -0.540194 3.23835;
1523791437619;0.0853534 0.456839 3.42307;0.168789 0.32498 3.36843;0.17033 0.237305 3.38136;0.174448 -0.0292301 3.40947;0.180469 -0.390071 3.43481;0.275159 0.18804 3.26488;0.387418 -0.102577 3.26488;0.406348 -0.383068 3.20704;0.40721 -0.46486 3.20028;0.425113 -0.531518 3.21857;
1523791437654;0.0933739 0.460756 3.42088;0.172877 0.326316 3.36629;0.174565 0.238303 3.37925;0.179256 -0.0294652 3.40747;0.185872 -0.392344 3.43335;0.280598 0.189381 3.25756;0.382906 -0.0612651 3.25756;0.406273 -0.380412 3.20441;0.412401 -0.465925 3.19394;0.429421 -0.541833 3.21976;
1523791437685;0.100182 0.465274 3.41778;0.174395 0.327675 3.36591;0.17618 0.239387 3.37877;0.181313 -0.0292089 3.40672;0.188775 -0.393535 3.43223;0.280804 0.18927 3.25742;0.3828 -0.0614001 3.25742;0.406446 -0.377472 3.20033;0.413532 -0.464313 3.19357;0.426569 -0.538751 3.21961;
