Time;Head;Neck;Spine Shoulder;Spine Mid;Spine Base;R Shoulder;L Shoulder;R Elbow;L Elbow;R Wrist;L Wrist;R Hand;L Hand;R Hand Tip;L Hand Tip;R Thumb;L Thumb;R Hip;L Hip;R Knee;L Knee;R Ankle;L Ankle;R Foot;L Foot;Frame No.;
1525193554650;0.178186 0.262579 2.06111;0.163058 0.0981433 2.08047;0.166076 0.0264617 2.0779;0.173883 -0.194068 2.06098;0.18172 -0.498785 2.02685;0.345535 0.037671 2.04869;0.0138747 0.00530923 2.11369;0.314839 -0.0775254 2.04869;-0.018393 -0.235527 2.09847;0.205224 0.11358 1.8912;-0.0714576 -0.457327 2.01094;0.176914 0.166563 1.91899;-0.0797846 -0.524187 1.97961;0.156348 0.228683 1.93655;-0.0820833 -0.579243 1.95604;0.229841 0.186949 1.9492;-0.0513733 -0.532625 1.9495;0.256552 -0.48607 1.97516;0.100462 -0.494072 2.00766;0.310361 -0.776113 1.91473;0.123905 -0.793103 2.0104;0.398362 -1.14256 1.96062;0.166052 -1.10504 2.07236;0.371438 -1.1653 1.83528;0.142763 -1.12872 1.94599;270;
1525193554750;0.18401 0.264708 2.04839;0.173786 0.102037 2.07211;0.174325 0.0290453 2.07085;0.177141 -0.193767 2.05657;0.181994 -0.499144 2.02436;0.34053 0.0326628 2.02679;0.0150672 0.00728136 2.10845;0.309019 -0.0799312 2.02679;-0.0182409 -0.233347 2.09744;0.194527 0.132298 1.89401;-0.0732402 -0.45562 2.01268;0.173605 0.179232 1.91023;-0.0843353 -0.524303 1.98451;0.159257 0.244082 1.92589;-0.08576 -0.580949 1.96124;0.206106 0.188951 1.90714;-0.0576189 -0.53034 1.95539;0.256771 -0.486793 1.97348;0.100817 -0.4939 2.00424;0.309516 -0.77098 1.91307;0.124441 -0.792366 2.00807;0.398519 -1.14288 1.96049;0.166201 -1.10518 2.07199;0.367035 -1.16578 1.83634;0.138352 -1.12902 1.94681;271;
1525193554849;0.193118 0.27045 2.02768;0.193788 0.108078 2.0525;0.191845 0.0339819 2.05357;0.186359 -0.192062 2.04641;0.183414 -0.499257 2.02163;0.342734 0.0294995 2.01637;0.018523 0.0104042 2.10207;0.305922 -0.0887954 2.01637;-0.0168674 -0.229778 2.09571;0.195105 0.12501 1.89128;-0.0739221 -0.452522 2.01394;0.171705 0.177337 1.89654;-0.0856746 -0.519313 1.98537;0.155864 0.243462 1.91633;-0.0922595 -0.576093 1.96026;0.211605 0.182084 1.90395;-0.0571861 -0.525702 1.95985;0.257831 -0.487307 1.97147;0.102598 -0.493518 2.00084;0.309133 -0.766874 1.91013;0.125304 -0.791591 2.005;0.399352 -1.14284 1.95943;0.166611 -1.10557 2.07074;0.367135 -1.16616 1.83564;0.138038 -1.12984 1.94591;272;
1525193554882;0.196142 0.266848 2.0209;0.195974 0.107379 2.05098;0.194309 0.0334144 2.05171;0.189176 -0.192307 2.04366;0.184415 -0.499291 2.01968;0.344952 0.0281165 2.01202;0.0208492 0.0122087 2.09762;0.305225 -0.0917498 2.01202;-0.015603 -0.227677 2.09413;0.195302 0.122372 1.88905;-0.0744267 -0.450488 2.01402;0.172551 0.172624 1.89123;-0.0850702 -0.519118 1.98328;0.154771 0.237247 1.91193;-0.0885301 -0.577508 1.96193;0.214861 0.183619 1.89817;-0.0562841 -0.523071 1.95566;0.258638 -0.487764 1.96975;0.103778 -0.493123 1.99875;0.309255 -0.764556 1.907;0.125743 -0.787549 2.00058;0.399273 -1.14267 1.95923;0.165651 -1.10367 2.06876;0.367201 -1.16598 1.83535;0.137232 -1.12793 1.94384;273;
1525193554949;0.203386 0.266148 2.00877;0.203899 0.108376 2.04182;0.201791 0.0343886 2.0432;0.194732 -0.191743 2.03738;0.186269 -0.499402 2.0171;0.351636 0.0263653 2.00482;0.0273432 0.0144117 2.08864;0.307499 -0.0968003 2.00482;-0.0121616 -0.224667 2.09012;0.213292 0.126578 1.86705;-0.07316 -0.448003 2.01363;0.186584 0.173204 1.87614;-0.0802646 -0.513409 1.98106;0.178692 0.241043 1.89202;-0.0840775 -0.570116 1.95799;0.219652 0.17648 1.88418;-0.0508659 -0.512041 1.95632;0.260238 -0.488401 1.96769;0.105846 -0.492656 1.99567;0.314231 -0.77518 1.90237;0.126904 -0.786953 1.99937;0.399358 -1.14356 1.95536;0.166496 -1.1034 2.0687;0.368011 -1.16702 1.83138;0.138798 -1.12784 1.94366;274;
1525193555047;0.219203 0.266288 1.9842;0.220945 0.11032 2.02036;0.217389 0.0361769 2.02407;0.205918 -0.190641 2.0246;0.191073 -0.499306 2.01187;0.373618 0.030084 1.99728;0.0388384 0.0159415 2.07435;0.32018 -0.103935 1.99728;-0.002046 -0.2226 2.07971;0.216862 0.0768415 1.83974;-0.0661623 -0.446109 2.0068;0.190867 0.132686 1.85023;-0.0664913 -0.509417 1.97218;0.146737 0.182672 1.87265;-0.0738265 -0.567699 1.9484;0.232101 0.165664 1.85667;-0.034297 -0.512042 1.94705;0.265047 -0.489011 1.96268;0.110422 -0.491923 1.9904;0.317834 -0.782473 1.89522;0.12961 -0.783801 1.9957;0.399823 -1.14381 1.95365;0.168418 -1.10343 2.06863;0.371092 -1.1678 1.82925;0.143318 -1.12842 1.94316;275;
1525193555230;0.265537 0.282161 1.94628;0.276267 0.132598 1.96457;0.270575 0.0561282 1.97155;0.251751 -0.178149 1.98265;0.218124 -0.497963 1.99087;0.423742 0.0275652 1.9798;0.0800318 0.0184725 2.03758;0.388687 -0.13624 1.9798;0.038191 -0.22011 2.04258;0.240219 0.0548292 1.79177;-0.0247838 -0.444687 1.97206;0.199692 0.123786 1.80512;-0.0349012 -0.512726 1.94332;0.182032 0.139349 1.82601;-0.0401911 -0.569415 1.92187;0.226513 0.145364 1.81867;-0.00378553 -0.513625 1.92707;0.290611 -0.491132 1.94517;0.138229 -0.486795 1.9657;0.333885 -0.793469 1.88137;0.146042 -0.78392 1.98425;0.414817 -1.14902 1.93505;0.172363 -1.10292 2.06743;0.392065 -1.17448 1.81018;0.153442 -1.12954 1.94135;276;
1525193555264;0.267606 0.282882 1.94532;0.276249 0.132614 1.96444;0.270595 0.0561536 1.97139;0.251985 -0.178074 1.98229;0.221713 -0.49748 1.98772;0.418986 0.0281591 1.98136;0.0758888 0.0188 2.04111;0.392816 -0.139723 1.98136;0.0391506 -0.221065 2.04087;0.247239 0.0503766 1.77658;-0.0234654 -0.445251 1.9685;0.212162 0.105422 1.78531;-0.0283151 -0.508985 1.9342;0.193405 0.120869 1.80507;-0.0327247 -0.566646 1.91054;0.23895 0.131079 1.809;0.00162408 -0.509858 1.91156;0.294722 -0.490532 1.94177;0.140999 -0.486539 1.96307;0.337879 -0.794311 1.87805;0.151213 -0.782865 1.97998;0.414924 -1.14825 1.93682;0.175363 -1.10448 2.0655;0.391565 -1.17361 1.81192;0.155788 -1.13096 1.93941;277;
1525193555329;0.279226 0.282155 1.93641;0.279197 0.13161 1.96661;0.273697 0.0555117 1.97269;0.256768 -0.177733 1.9812;0.235396 -0.494141 1.97769;0.44415 0.0276751 1.97236;0.099055 0.0254033 2.02691;0.442324 -0.166804 1.97236;0.0551028 -0.213125 2.02987;0.313948 -0.0152073 1.75851;-0.00525815 -0.436958 1.95374;0.273536 0.0369084 1.74382;-0.0112935 -0.499963 1.91764;0.23399 0.0679205 1.74948;-0.0169834 -0.5567 1.89422;0.2917 0.0649916 1.74637;0.0170192 -0.500708 1.90973;0.30851 -0.487692 1.93108;0.153855 -0.482958 1.95397;0.346831 -0.795585 1.87262;0.158629 -0.783395 1.97373;0.417407 -1.14703 1.93518;0.180137 -1.10192 2.06063;0.395641 -1.17191 1.80972;0.190776 -1.17226 2.01179;278;
1525193555363;0.289394 0.281538 1.92826;0.286974 0.129272 1.96893;0.281564 0.0537489 1.97386;0.264977 -0.177862 1.97904;0.243013 -0.492699 1.97209;0.452419 0.0284801 1.96838;0.106034 0.0269554 2.02104;0.447417 -0.168421 1.96838;0.0632125 -0.211968 2.02225;0.340089 -0.0394321 1.75967;0.00236376 -0.435639 1.94592;0.290094 0.0227781 1.7343;-0.00222991 -0.496833 1.90774;0.247254 0.0515757 1.7445;-0.00879928 -0.554006 1.88295;0.308306 0.0478518 1.73605;0.0271255 -0.499091 1.88632;0.31603 -0.486579 1.92587;0.161319 -0.481215 1.94801;0.353038 -0.796559 1.86862;0.165253 -0.784743 1.96788;0.414909 -1.14644 1.93692;0.182827 -1.108 2.05673;0.393746 -1.17097 1.81113;0.188951 -1.17912 2.00925;279;
1525193555381;0.297548 0.279855 1.9233;0.295623 0.127796 1.96707;0.290494 0.0527048 1.9715;0.273895 -0.177425 1.97511;0.250242 -0.49086 1.96742;0.46151 0.0299119 1.96273;0.115993 0.0295819 2.01368;0.466986 -0.174756 1.96273;0.0720465 -0.209115 2.01586;0.327816 -0.0105584 1.72268;0.0117574 -0.432005 1.93628;0.31393 -0.00284033 1.7242;0.00723193 -0.493347 1.89735;0.270782 0.0258621 1.72887;0.00262976 -0.549656 1.87019;0.328871 0.028318 1.72721;0.037245 -0.495237 1.881;0.32334 -0.484602 1.92129;0.168199 -0.479564 1.94331;0.357783 -0.794959 1.86652;0.169606 -0.785746 1.96371;0.414719 -1.14534 1.93651;0.185741 -1.10876 2.05386;0.394026 -1.16973 1.81057;0.168668 -1.13411 1.92683;280;
1525193555428;0.308032 0.277571 1.91712;0.305439 0.127151 1.96321;0.300319 0.0525151 1.96737;0.283394 -0.176206 1.97014;0.258806 -0.488065 1.9619;0.463842 0.0300664 1.96117;0.126615 0.031204 2.00591;0.488333 -0.180849 1.96117;0.0808426 -0.207116 2.00912;0.371839 -0.0726814 1.74412;0.0202447 -0.42937 1.92765;0.331799 -0.0241663 1.7157;0.0167533 -0.491355 1.88908;0.29028 0.00263034 1.71869;0.0119664 -0.547596 1.86228;0.341308 0.0119238 1.72879;0.0469769 -0.491862 1.8641;0.331819 -0.481856 1.91617;0.176529 -0.476789 1.9374;0.3634 -0.791315 1.86419;0.17491 -0.786313 1.9579;0.412654 -1.14348 1.93722;0.186888 -1.11307 2.0516;0.393452 -1.16785 1.81098;0.171259 -1.1383 1.92432;281;
1525193555449;0.317893 0.276041 1.90877;0.315822 0.1269 1.95659;0.310429 0.0526283 1.96095;0.292504 -0.175055 1.96428;0.266445 -0.485828 1.95702;0.480434 0.0306706 1.94922;0.135217 0.0336532 1.99921;0.505572 -0.184661 1.94922;0.0902259 -0.204849 2.00258;0.390426 -0.0965456 1.73992;0.0275411 -0.426271 1.92019;0.356245 -0.057257 1.70931;0.0266159 -0.487971 1.87975;0.316751 -0.0247478 1.70804;0.021714 -0.544727 1.85444;0.303347 -0.0453703 1.74317;0.058984 -0.488441 1.857;0.339166 -0.479897 1.91154;0.184164 -0.47432 1.9323;0.370005 -0.78665 1.86261;0.183852 -0.806155 1.95446;0.409232 -1.141 1.94322;0.189172 -1.1097 2.0481;0.389004 -1.16546 1.81705;0.198089 -1.18129 2.00589;282;
1525193555483;0.327516 0.275789 1.89988;0.325896 0.127373 1.94873;0.320213 0.053317 1.95363;0.301299 -0.173747 1.95847;0.273854 -0.483834 1.9531;0.48766 0.0297246 1.94218;0.144759 0.0356608 1.99274;0.547601 -0.195571 1.94218;0.0985218 -0.202479 1.99797;0.438173 -0.119463 1.71836;0.0388183 -0.423532 1.91189;0.379461 -0.0884957 1.70377;0.0355734 -0.486638 1.87154;0.339374 -0.0584272 1.6968;0.036684 -0.545267 1.8455;0.332889 -0.0920257 1.72222;0.0711441 -0.493154 1.84908;0.346204 -0.478332 1.90784;0.191674 -0.471928 1.9282;0.375731 -0.782119 1.86173;0.190127 -0.785155 1.93908;0.408023 -1.14001 1.94351;0.190622 -1.10869 2.04704;0.387661 -1.16466 1.81739;0.17369 -1.13416 1.91993;283;
1525193555516;0.336666 0.275729 1.89084;0.335792 0.12866 1.94148;0.329678 0.0544878 1.94696;0.309368 -0.172865 1.95346;0.279987 -0.483221 1.95016;0.495506 0.0273044 1.93371;0.153883 0.0376473 1.98672;0.550887 -0.195498 1.93371;0.108432 -0.200502 1.99371;0.448507 -0.147074 1.75265;0.0458314 -0.420006 1.90534;0.405353 -0.122525 1.70133;0.0438653 -0.479881 1.8636;0.368635 -0.097767 1.6883;0.0443835 -0.537096 1.83582;0.377208 -0.0813553 1.7515;0.0793434 -0.483102 1.8445;0.3523 -0.478253 1.90454;0.197651 -0.470805 1.92563;0.382204 -0.778743 1.86118;0.192283 -0.781709 1.93429;0.407093 -1.14014 1.94432;0.194382 -1.10314 2.03816;0.386149 -1.16497 1.8183;0.189439 -1.17429 1.98818;284;
1525193555583;0.360092 0.273556 1.86229;0.359878 0.129377 1.9167;0.35301 0.0553432 1.92432;0.330219 -0.171645 1.93685;0.297369 -0.481583 1.94062;0.518141 0.0239157 1.91827;0.1797 0.04514 1.96782;0.603922 -0.175336 1.91827;0.131132 -0.19077 1.98786;0.495415 -0.173914 1.72199;0.0560092 -0.397097 1.87715;0.469297 -0.168061 1.67979;0.0373762 -0.447337 1.82589;0.435627 -0.171974 1.65862;0.0404985 -0.496334 1.78903;0.471439 -0.131102 1.67368;0.0678044 -0.443594 1.79218;0.369595 -0.477579 1.89432;0.21445 -0.46823 1.91688;0.39336 -0.76995 1.8581;0.198397 -0.794646 1.92705;0.407292 -1.13873 1.94796;0.19652 -1.10687 2.03357;0.387442 -1.1644 1.82206;0.179975 -1.13325 1.90677;285;
1525193555665;0.374059 0.266177 1.84194;0.373271 0.126422 1.90149;0.36679 0.0527316 1.90965;0.34487 -0.173175 1.92424;0.312536 -0.481587 1.93172;0.531819 0.0249298 1.90954;0.200358 0.0493099 1.95343;0.615159 -0.141988 1.90954;0.16039 -0.183629 1.99496;0.551711 -0.170631 1.70695;0.0595121 -0.321353 1.87571;0.549588 -0.177262 1.65785;0.0147245 -0.365111 1.7898;0.532228 -0.184379 1.63459;0.00154585 -0.404615 1.74276;0.505852 -0.174438 1.64458;0.0362819 -0.368124 1.74058;0.385091 -0.477867 1.88468;0.228676 -0.467903 1.90882;0.407051 -0.747697 1.8512;0.204063 -0.786603 1.90475;0.412017 -1.13487 1.95463;0.202632 -1.10339 2.02295;0.393487 -1.16105 1.82866;0.187359 -1.13018 1.89614;286;
1525193555698;0.378938 0.264642 1.8342;0.381674 0.125011 1.89353;0.375181 0.0514845 1.90188;0.35323 -0.173921 1.91713;0.320826 -0.481605 1.92578;0.541166 0.023519 1.90192;0.208626 0.0510102 1.94769;0.625624 -0.158203 1.90192;0.164783 -0.179768 1.99474;0.561572 -0.187784 1.71081;0.0661938 -0.288891 1.88256;0.593404 -0.170964 1.64651;0.00199167 -0.320803 1.77763;0.571846 -0.173162 1.62068;-0.0176455 -0.351828 1.73213;0.568324 -0.193425 1.631;0.0281865 -0.317706 1.75143;0.393068 -0.477771 1.87875;0.236939 -0.467989 1.90297;0.412744 -0.747708 1.848;0.205262 -0.777674 1.8916;0.416879 -1.13282 1.95774;0.200385 -1.09425 2.00075;0.397833 -1.15916 1.83183;0.184666 -1.12111 1.87403;287;
1525193555715;0.383929 0.26176 1.82663;0.3879 0.12367 1.88747;0.381265 0.0503234 1.89601;0.358881 -0.174549 1.91187;0.325931 -0.481537 1.92144;0.548173 0.023494 1.89492;0.215182 0.0520626 1.94334;0.638292 -0.164853 1.89492;0.168979 -0.176973 1.9948;0.653171 -0.216872 1.76726;0.0627852 -0.274487 1.87842;0.633794 -0.16299 1.63936;-0.00761231 -0.278005 1.77011;0.61774 -0.152576 1.60664;-0.0368263 -0.299744 1.72282;0.615976 -0.182938 1.6183;0.0328185 -0.28033 1.76531;0.398231 -0.477944 1.87402;0.241795 -0.467663 1.89904;0.417266 -0.74776 1.84646;0.207742 -0.767841 1.87488;0.42248 -1.13921 1.96032;0.19994 -1.09105 1.99324;0.401678 -1.15784 1.83488;0.183489 -1.11797 1.86662;288;
1525193555749;0.38796 0.260592 1.82003;0.394481 0.12281 1.88085;0.387912 0.0495172 1.88941;0.365679 -0.17517 1.90535;0.332875 -0.481832 1.91519;0.554462 0.0231401 1.88763;0.222186 0.0525478 1.93763;0.65152 -0.171056 1.88763;0.173009 -0.174541 1.99336;0.673179 -0.190516 1.75466;0.0585312 -0.249448 1.86748;0.66873 -0.152621 1.64725;-0.017778 -0.239177 1.76946;0.66307 -0.137807 1.59596;-0.058236 -0.248404 1.71554;0.667449 -0.174441 1.60527;-0.0406273 -0.275414 1.72483;0.405196 -0.478543 1.86727;0.248437 -0.46761 1.89335;0.421069 -0.748251 1.84526;0.209676 -0.764872 1.86219;0.427303 -1.13835 1.9627;0.202133 -1.09168 1.98977;0.405928 -1.15706 1.83778;0.185183 -1.11859 1.86321;289;
1525193555847;0.395255 0.262657 1.80221;0.406459 0.121629 1.85873;0.400391 0.0485817 1.86687;0.37966 -0.175346 1.88155;0.348945 -0.480888 1.88975;0.570987 0.0240606 1.8528;0.235686 0.053216 1.91923;0.687459 -0.176338 1.8528;0.174438 -0.165514 1.96988;0.63367 -0.195486 1.69645;-0.000958308 -0.133704 1.79548;0.720336 -0.1341 1.71014;-0.0373378 -0.110105 1.76074;0.716322 -0.113479 1.66437;-0.0830087 -0.084718 1.71661;0.700269 -0.097602 1.65667;-0.0564211 -0.141966 1.74256;0.42073 -0.478398 1.84016;0.264307 -0.465723 1.8697;0.431707 -0.746648 1.83471;0.221011 -0.751461 1.80511;0.428371 -1.05065 1.93351;0.218699 -1.11402 1.9242;0.448161 -1.11581 1.87566;0.197006 -1.13992 1.7986;290;
1525193555881;0.396794 0.262877 1.79725;0.408698 0.121926 1.85376;0.402748 0.0488739 1.86175;0.382351 -0.175094 1.87604;0.35205 -0.480745 1.88373;0.572546 0.0245202 1.84815;0.23754 0.0515963 1.91484;0.689563 -0.176694 1.84815;0.173825 -0.163942 1.96409;0.730537 -0.103435 1.68365;0.0261105 -0.114336 1.81058;0.743271 -0.045205 1.62365;-0.0184776 -0.0807575 1.75936;0.754568 0.00376146 1.57113;-0.0793437 -0.0344537 1.71672;0.692797 -0.0303313 1.60564;-0.0787496 -0.0896194 1.73429;0.423646 -0.478169 1.83425;0.267443 -0.465609 1.86366;0.435513 -0.746442 1.82803;0.222662 -0.75134 1.79997;0.431213 -1.04887 1.93233;0.21258 -1.12508 1.88794;0.448182 -1.11389 1.87153;0.190818 -1.15056 1.76254;291;
1525193555914;0.397812 0.263479 1.7894;0.410456 0.121712 1.84488;0.404764 0.0487141 1.85279;0.385144 -0.17511 1.86683;0.355912 -0.480593 1.87414;0.573479 0.0246769 1.83761;0.239151 0.0497104 1.90778;0.693946 -0.169687 1.83761;0.168695 -0.159338 1.94968;0.732013 -0.0738726 1.65545;-0.00169583 -0.0877166 1.80466;0.742354 -0.0149551 1.61028;-0.0098724 -0.0387179 1.75702;0.770612 0.037338 1.55893;-0.0600974 0.0125395 1.69905;0.690553 0.00467434 1.59941;-0.069427 -0.0435432 1.7413;0.427447 -0.477711 1.8233;0.271156 -0.46565 1.85538;0.43729 -0.745278 1.82281;0.227527 -0.749739 1.78121;0.432732 -1.04822 1.93052;0.214337 -1.11912 1.88291;0.445966 -1.11378 1.86845;0.191498 -1.1446 1.75764;292;
1525193555948;0.398216 0.258797 1.78419;0.410366 0.121696 1.84493;0.404734 0.0487 1.85271;0.385916 -0.175191 1.86404;0.360248 -0.480909 1.86163;0.573062 0.0267028 1.82386;0.240419 0.0486624 1.89883;0.695083 -0.165783 1.82386;0.162322 -0.15678 1.9331;0.726767 -0.038395 1.62463;0.0161768 -0.0475574 1.80231;0.733404 0.0156851 1.59429;0.0147225 -0.000374924 1.75658;0.755926 0.0763974 1.54636;-0.0312949 0.0569545 1.70805;0.679327 0.0345104 1.58314;-0.0377505 0.00385686 1.74729;0.431551 -0.477675 1.81053;0.275485 -0.466203 1.84331;0.438001 -0.744377 1.8163;0.232036 -0.746164 1.75888;0.433648 -1.0476 1.92915;0.217124 -1.11677 1.86245;0.443096 -1.1151 1.87008;0.192785 -1.14148 1.73723;293;
1525193556016;0.389949 0.26672 1.75121;0.409843 0.119435 1.79835;0.405261 0.0467589 1.80559;0.388871 -0.176147 1.81958;0.363387 -0.480686 1.83086;0.565201 0.0303521 1.78321;0.239458 0.0478692 1.88123;0.690336 -0.145085 1.78321;0.127617 -0.167957 1.89248;0.704864 0.00746964 1.5849;0.0741614 0.0192362 1.7774;0.703328 0.0671109 1.56312;0.0703991 0.0659219 1.7573;0.711142 0.129869 1.52709;0.0576387 0.133325 1.73046;0.648695 0.0765927 1.56422;0.0237395 0.0637729 1.742;0.434854 -0.477062 1.77327;0.278175 -0.466079 1.81855;0.440245 -0.738637 1.80177;0.244845 -0.730902 1.70227;0.435166 -1.04844 1.92636;0.22413 -1.12562 1.74112;0.441258 -1.118 1.8722;0.192605 -1.15003 1.61863;294;
1525193556049;0.386569 0.263175 1.74355;0.408741 0.119119 1.79408;0.404715 0.0464879 1.80144;0.390103 -0.176359 1.81423;0.369322 -0.480761 1.81939;0.56267 0.0311289 1.77515;0.238747 0.0475115 1.8717;0.69077 -0.159212 1.77515;0.120826 -0.165744 1.87834;0.697495 0.0133065 1.57391;0.0795479 0.0236013 1.7776;0.687127 0.0751706 1.54606;0.0856434 0.0799996 1.7561;0.698913 0.135626 1.51988;0.0779072 0.147961 1.73479;0.629182 0.0806409 1.52885;0.0387522 0.0919493 1.74057;0.439798 -0.476574 1.76486;0.284733 -0.466787 1.80424;0.44243 -0.738578 1.79228;0.246711 -0.728016 1.69316;0.435166 -1.04765 1.92381;0.224282 -1.13289 1.6814;0.447688 -1.11464 1.86521;0.192893 -1.15649 1.55907;295;
1525193556152;0.356594 0.257106 1.68384;0.389617 0.115774 1.73421;0.387608 0.0431489 1.7413;0.37916 -0.179826 1.75276;0.36494 -0.484506 1.75633;0.537464 0.0300216 1.70801;0.224577 0.0410236 1.80868;0.671627 -0.125619 1.70801;0.102302 -0.161538 1.82418;0.642105 0.0165223 1.4895;0.0793514 0.0345597 1.74208;0.62816 0.0743415 1.47127;0.078652 0.0877258 1.71717;0.622647 0.136492 1.43937;0.0744574 0.157547 1.69463;0.571361 0.0711683 1.46211;0.0284477 0.0909948 1.7033;0.435308 -0.478462 1.70013;0.280267 -0.471532 1.74358;0.447344 -0.73585 1.74027;0.250113 -0.727393 1.61276;0.430704 -1.0291 1.89479;0.255112 -1.13888 1.56835;0.456968 -1.09027 1.83245;0.223793 -1.15452 1.45588;296;
1525193556298;0.303405 0.246904 1.59764;0.345876 0.104054 1.6426;0.346671 0.0311719 1.65069;0.346891 -0.192761 1.66498;0.344545 -0.498783 1.67188;0.495273 0.0249685 1.62319;0.180873 0.0256636 1.71603;0.649362 -0.108227 1.62319;0.0900742 -0.165074 1.74916;0.614985 0.017157 1.38967;0.027803 -0.00825111 1.64168;0.594321 0.0725814 1.36568;0.0211835 0.0476613 1.61813;0.557123 0.135616 1.30585;-0.000354804 0.113836 1.59316;0.540265 0.0552104 1.34546;-0.0261658 0.0424132 1.60686;0.417119 -0.490542 1.61802;0.257848 -0.486561 1.65715;0.365163 -0.754283 1.62145;0.237426 -0.742491 1.52612;0.43096 -1.01435 1.84002;0.421012 -1.09958 1.41662;0.459664 -1.07537 1.7809;0.400959 -1.10098 1.30267;297;
1525193556463;0.182982 0.264983 1.46089;0.249176 0.121413 1.49455;0.255353 0.0481121 1.50209;0.272511 -0.177817 1.51443;0.293684 -0.487269 1.51779;0.406767 0.0535968 1.47023;0.0961525 0.0221113 1.56876;0.589869 -0.0745452 1.47023;0.0296817 -0.161009 1.55288;0.599792 -0.0396593 1.28399;-0.000394694 -0.0269051 1.41707;0.582765 0.0130953 1.20419;-0.00692113 0.0151762 1.3794;0.569798 0.0464983 1.13138;-0.0316976 0.0421976 1.31668;0.527848 0.0108712 1.1934;-0.03319 -0.0245493 1.32914;0.366521 -0.47089 1.46043;0.207672 -0.4817 1.50678;0.406784 -0.726726 1.48947;0.205674 -0.745784 1.40484;0.477788 -1.11762 1.57949;0.208887 -1.14826 1.29962;0.438495 -1.13771 1.45847;0.174701 -1.16479 1.18269;298;
1525193556550;0.111906 0.28061 1.38383;0.185051 0.133598 1.40297;0.195408 0.058111 1.41151;0.225768 -0.175026 1.42651;0.265293 -0.49455 1.43254;0.352216 0.0654857 1.38553;0.0582352 -0.0377562 1.42427;0.538135 -0.0662666 1.38553;-0.0240979 -0.196328 1.43389;0.575293 -0.144973 1.19979;0.0387546 0.00602351 1.30269;0.565944 -0.156332 1.08419;0.0629017 0.0906523 1.26958;0.559045 -0.184553 1.0264;0.0797979 0.124156 1.24417;0.535516 -0.159734 1.02025;0.0879565 0.0512903 1.23494;0.34447 -0.468843 1.38061;0.173562 -0.496764 1.41643;0.331429 -0.788738 1.33975;0.191809 -0.814448 1.35146;0.325057 -1.14562 1.32657;0.215397 -1.16944 1.31234;0.304946 -1.16798 1.20491;0.197441 -1.19117 1.19079;299;
1525193556683;0.0438706 0.274378 1.27985;0.128273 0.136322 1.31135;0.135022 0.0622661 1.32014;0.154693 -0.167024 1.33581;0.180108 -0.481882 1.34225;0.287293 0.0684515 1.27844;-0.0149067 -0.0080781 1.28664;0.463531 -0.0956714 1.27844;-0.0597996 -0.179076 1.30745;0.53098 -0.31428 1.20186;-0.00391995 0.0448246 1.2153;0.540303 -0.388793 1.17522;0.0202209 0.136243 1.192;0.559431 -0.442641 1.16305;0.0379862 0.197899 1.16472;0.553947 -0.362017 1.14368;0.0641357 0.11922 1.2035;0.265157 -0.456929 1.29086;0.0859721 -0.482306 1.32534;0.212843 -0.762031 1.1585;0.147003 -0.79496 1.28882;0.16221 -1.10212 1.04427;0.21506 -1.14462 1.28144;0.154887 -1.12122 0.92363;0.207099 -1.16587 1.15881;300;
1525193556730;0.0350565 0.274224 1.26052;0.120647 0.137147 1.29595;0.127089 0.0630273 1.30482;0.145858 -0.166556 1.32069;0.170059 -0.481889 1.32722;0.27747 0.0674965 1.25928;-0.0224016 -0.00910812 1.27126;0.449545 -0.0997885 1.25928;-0.0695731 -0.178222 1.29695;0.521228 -0.322722 1.20889;-0.0134583 0.0443725 1.20141;0.52921 -0.403357 1.19934;0.00494263 0.141114 1.16107;0.554374 -0.462268 1.19685;0.023683 0.194024 1.13906;0.54457 -0.36435 1.16453;0.051542 0.125425 1.18318;0.256071 -0.456829 1.2756;0.0753675 -0.482153 1.31055;0.17591 -0.751206 1.12581;0.139834 -0.793872 1.27949;0.0949031 -1.07958 0.99206;0.211361 -1.14263 1.27815;0.0877992 -1.09828 0.871813;0.202207 -1.16392 1.15561;301;
1525193556764;0.0168878 0.275816 1.22708;0.10419 0.138229 1.26195;0.110272 0.0641191 1.27149;0.128081 -0.165632 1.28928;0.151171 -0.481283 1.29803;0.259282 0.0650859 1.22449;-0.0397285 -0.0123172 1.24224;0.421632 -0.109279 1.22449;-0.0958913 -0.176987 1.27326;0.502081 -0.334411 1.21405;-0.038072 0.0397405 1.16482;0.511486 -0.415454 1.21242;-0.010738 0.135005 1.12943;0.539342 -0.476882 1.2198;-0.00768673 0.193657 1.10824;0.48373 -0.423211 1.25957;0.0378249 0.12711 1.13687;0.238357 -0.455486 1.24491;0.056163 -0.481762 1.28286;0.155921 -0.749008 1.09452;0.115286 -0.793713 1.2629;0.0722405 -1.07646 0.960174;0.180579 -1.14291 1.27384;0.0639307 -1.09513 0.840563;0.17032 -1.16447 1.15156;302;
