Time;Head;Neck;Spine Shoulder;Spine Mid;Spine Base;R Shoulder;L Shoulder;R Elbow;L Elbow;R Wrist;L Wrist;R Hand;L Hand;R Hand Tip;L Hand Tip;R Thumb;L Thumb;R Hip;L Hip;R Knee;L Knee;R Ankle;L Ankle;R Foot;L Foot;Frame No.;
1525193553017;0.139826 0.290251 2.1527;0.180833 0.135755 2.11046;0.182283 0.0593043 2.10908;0.186766 -0.174377 2.09491;0.192578 -0.49323 2.06517;0.346051 0.0479259 2.05464;0.0315034 -0.00209343 2.15913;0.328009 -0.0932362 2.05464;0.00953237 -0.243965 2.14098;0.239904 0.0589169 1.93554;-0.0518588 -0.467675 2.06658;0.23625 0.128314 1.97139;-0.0630832 -0.530104 2.03714;0.22276 0.19273 1.98917;-0.068356 -0.585859 2.01067;0.257418 0.115539 1.98825;-0.0327139 -0.530016 2.01271;0.262735 -0.478624 2.00472;0.115832 -0.490979 2.05502;0.32435 -0.788348 1.9388;0.136372 -0.800353 2.04003;0.408195 -1.13861 1.96063;0.168729 -1.10085 2.08351;0.369012 -1.16144 1.84028;0.133303 -1.12468 1.96207;237;
1525193553051;0.141939 0.290343 2.15291;0.181391 0.136018 2.1108;0.182684 0.0594984 2.10939;0.186793 -0.174348 2.09515;0.191971 -0.493418 2.06557;0.34657 0.047543 2.05439;0.0318999 -0.00193599 2.1595;0.328301 -0.0933669 2.05439;0.00947797 -0.243767 2.1416;0.240762 0.0590895 1.93587;-0.0529582 -0.465079 2.06849;0.235971 0.127164 1.97024;-0.0639427 -0.529376 2.03725;0.221537 0.191877 1.98917;-0.0673734 -0.586115 2.01167;0.25789 0.0873593 2.00586;-0.0375625 -0.524843 2.00583;0.262105 -0.478857 2.00512;0.115281 -0.491119 2.05541;0.320196 -0.776694 1.93794;0.135997 -0.800785 2.04087;0.408549 -1.13809 1.96116;0.168926 -1.10308 2.0832;0.369211 -1.16095 1.84079;0.133347 -1.1269 1.96176;238;
1525193553084;0.144225 0.290177 2.15308;0.187133 0.136774 2.11921;0.187193 0.0600551 2.1161;0.188175 -0.174332 2.09788;0.191757 -0.493567 2.06578;0.346026 0.0471123 2.05725;0.0321715 -0.00192404 2.15978;0.328515 -0.0934388 2.05725;0.00936648 -0.243717 2.1425;0.241326 0.0592074 1.9362;-0.0529945 -0.463359 2.06954;0.234535 0.128256 1.96631;-0.064531 -0.526487 2.03941;0.221161 0.193449 1.98567;-0.0696375 -0.582121 2.01357;0.250907 0.138646 1.96662;-0.038513 -0.520473 2.00752;0.262015 -0.478971 2.00531;0.114909 -0.491309 2.05565;0.320984 -0.780922 1.93877;0.135652 -0.801802 2.04214;0.408166 -1.13854 1.96087;0.168754 -1.10317 2.08325;0.369173 -1.16111 1.84018;0.133516 -1.12671 1.96149;239;
1525193553115;0.145591 0.290518 2.15335;0.189128 0.137329 2.12225;0.18894 0.0605219 2.11891;0.188799 -0.174222 2.09958;0.191242 -0.493762 2.06607;0.345859 0.0467841 2.05925;0.0324118 -0.00189334 2.15984;0.328911 -0.0940253 2.05925;0.00912801 -0.24364 2.14287;0.241881 0.0588354 1.93601;-0.0533397 -0.461611 2.07037;0.234973 0.127636 1.96682;-0.0651229 -0.525101 2.03974;0.22217 0.193465 1.98803;-0.0697432 -0.581714 2.01279;0.243227 0.122223 1.98158;-0.0372248 -0.522768 2.00868;0.261664 -0.479178 2.00565;0.114219 -0.491488 2.05588;0.321298 -0.784688 1.93959;0.135535 -0.802129 2.04287;0.407882 -1.13886 1.96082;0.16851 -1.10345 2.08332;0.369269 -1.16136 1.83989;0.133652 -1.12692 1.96131;240;
1525193553149;0.147152 0.290595 2.15341;0.188775 0.137564 2.12062;0.188716 0.0606835 2.11786;0.188707 -0.174216 2.09944;0.190672 -0.49398 2.06608;0.347539 0.0462707 2.05755;0.0329143 -0.001397 2.15994;0.328857 -0.0938911 2.05755;0.00913867 -0.243101 2.14296;0.242716 0.0595582 1.93576;-0.0535901 -0.461562 2.07033;0.237484 0.126967 1.96643;-0.0655721 -0.525099 2.03875;0.226535 0.190769 1.98142;-0.0686624 -0.582024 2.01506;0.255401 0.109646 1.9868;-0.037744 -0.520715 2.00695;0.261001 -0.479591 2.00601;0.113626 -0.491576 2.05557;0.318382 -0.775997 1.93894;0.135118 -0.802155 2.04297;0.407665 -1.13877 1.96132;0.168409 -1.10339 2.08349;0.368768 -1.16133 1.84044;0.133265 -1.12693 1.96154;241;
1525193553215;0.149842 0.289726 2.15303;0.189001 0.137242 2.11888;0.188958 0.0604487 2.11671;0.188798 -0.174294 2.09934;0.190583 -0.494126 2.06629;0.350744 0.0452206 2.05725;0.0336611 -0.000977998 2.15978;0.328168 -0.0921554 2.05725;0.0089356 -0.242589 2.14328;0.243286 0.0617105 1.93635;-0.0538745 -0.46052 2.07055;0.240814 0.129848 1.97245;-0.0665781 -0.525831 2.0378;0.22723 0.197476 1.99462;-0.0721485 -0.581029 2.01279;0.245698 0.116738 1.999;-0.0387113 -0.520611 2.00658;0.260919 -0.480004 2.0066;0.113577 -0.491589 2.0556;0.319073 -0.783781 1.94083;0.134461 -0.802128 2.04308;0.407166 -1.13967 1.96092;0.168217 -1.1034 2.0834;0.368559 -1.1623 1.83991;0.133357 -1.12701 1.96131;242;
1525193553249;0.152356 0.288611 2.15179;0.189151 0.136949 2.11773;0.189076 0.0602188 2.11585;0.188784 -0.174381 2.09921;0.190099 -0.494305 2.06644;0.352243 0.0450997 2.05675;0.0343214 -0.000562308 2.15939;0.32822 -0.0918547 2.05675;0.00877978 -0.24209 2.14335;0.245286 0.0629364 1.93588;-0.054001 -0.459468 2.07045;0.243571 0.129235 1.97148;-0.0673803 -0.52417 2.03524;0.228872 0.199269 1.98716;-0.0720761 -0.580563 2.01116;0.25817 0.122021 1.97925;-0.0390999 -0.520898 1.99941;0.26051 -0.48046 2.00692;0.112954 -0.491517 2.0556;0.319364 -0.786301 1.94081;0.133798 -0.801571 2.04281;0.406535 -1.14004 1.96186;0.166293 -1.09975 2.08305;0.368021 -1.16271 1.84077;0.131541 -1.12346 1.96085;243;
1525193553280;0.154359 0.287301 2.15069;0.189455 0.136694 2.11685;0.189315 0.0600101 2.11517;0.188805 -0.174466 2.0991;0.189676 -0.494463 2.06659;0.35314 0.0451656 2.0567;0.0349623 -3.06565e-05 2.15904;0.328302 -0.0918148 2.0567;0.00859097 -0.241471 2.14342;0.247376 0.0644441 1.9339;-0.0544541 -0.457556 2.07072;0.245008 0.131251 1.96949;-0.0695428 -0.521528 2.03805;0.235461 0.196609 1.98786;-0.0751729 -0.575777 2.01223;0.257985 0.122832 1.97953;-0.0412669 -0.521439 2.00587;0.260082 -0.480773 2.00724;0.112555 -0.49153 2.05559;0.319207 -0.788589 1.941;0.132889 -0.800786 2.04285;0.406326 -1.14028 1.96181;0.166404 -1.10126 2.08321;0.367935 -1.163 1.84062;0.131772 -1.12499 1.96093;244;
1525193553314;0.155534 0.286479 2.15039;0.189702 0.136454 2.11619;0.189514 0.0598126 2.11464;0.188826 -0.174547 2.099;0.189328 -0.494571 2.06672;0.354044 0.045374 2.05692;0.0354075 0.000249298 2.1588;0.326015 -0.0864488 2.05692;0.00843082 -0.241125 2.14346;0.246698 0.070476 1.93348;-0.0546902 -0.45709 2.07083;0.244088 0.137115 1.96803;-0.0699816 -0.519654 2.03839;0.234955 0.20257 1.98253;-0.0786267 -0.574918 2.01026;0.22458 0.123517 2.0155;-0.0438515 -0.517579 2.00338;0.259687 -0.481135 2.00766;0.112189 -0.49145 2.05552;0.319073 -0.789332 1.94121;0.132483 -0.800563 2.04286;0.405489 -1.14079 1.9612;0.166424 -1.10148 2.08314;0.367279 -1.16352 1.83994;0.131959 -1.12523 1.96078;245;
1525193553348;0.156429 0.285677 2.15015;0.189735 0.136359 2.11601;0.18954 0.0597167 2.11446;0.188791 -0.17464 2.0989;0.188889 -0.494759 2.06668;0.35463 0.0453644 2.05686;0.0358347 0.000572669 2.15858;0.324938 -0.0833207 2.05686;0.00806656 -0.240712 2.14355;0.245863 0.0734648 1.93375;-0.0553157 -0.456144 2.07098;0.244756 0.124306 1.95567;-0.0703992 -0.519811 2.03671;0.237203 0.189581 1.96927;-0.0775992 -0.575473 2.01236;0.260174 0.127667 1.95314;-0.0637004 -0.572469 2.033;0.259312 -0.481439 2.00784;0.111623 -0.491508 2.05516;0.318934 -0.790389 1.94143;0.131461 -0.799164 2.0429;0.405336 -1.14103 1.96116;0.166943 -1.10533 2.08282;0.367181 -1.16378 1.83982;0.132525 -1.12905 1.96041;246;
1525193553382;0.156561 0.285521 2.15007;0.189829 0.1363 2.11557;0.189595 0.0596677 2.1141;0.188737 -0.174672 2.09881;0.188266 -0.494813 2.06679;0.355013 0.0454396 2.05682;0.035987 0.000711521 2.15859;0.324628 -0.0825144 2.05682;0.00786303 -0.240533 2.1436;0.245501 0.0746126 1.93216;-0.0558036 -0.455624 2.07107;0.242093 0.144505 1.96023;-0.0709416 -0.521134 2.03712;0.227137 0.214368 1.98332;-0.0786485 -0.575991 2.01432;0.266077 0.154181 1.9656;-0.0438917 -0.518397 2.00355;0.258759 -0.481642 2.00811;0.110954 -0.491372 2.05508;0.318615 -0.791097 1.94159;0.131263 -0.799149 2.04297;0.405047 -1.14118 1.96078;0.167026 -1.10671 2.08336;0.366895 -1.16395 1.8394;0.132608 -1.13045 1.9609;247;
1525193553415;0.156641 0.285394 2.14984;0.189852 0.136196 2.11521;0.189576 0.0595793 2.11378;0.188559 -0.174741 2.09865;0.187247 -0.494879 2.06678;0.355681 0.0454104 2.05699;0.0362059 0.0011206 2.15841;0.324491 -0.0820566 2.05699;0.007472 -0.240053 2.14366;0.245056 0.0752166 1.93063;-0.056607 -0.453005 2.07125;0.240867 0.130045 1.94983;-0.0722588 -0.516902 2.03791;0.231832 0.1968 1.96541;-0.0783887 -0.572086 2.01769;0.255145 0.146083 1.94631;-0.0447516 -0.516284 2.00446;0.257959 -0.481907 2.00828;0.109745 -0.491148 2.05482;0.318549 -0.791163 1.94155;0.130406 -0.79762 2.04262;0.404535 -1.1414 1.96016;0.166744 -1.1068 2.08275;0.366525 -1.16418 1.83868;0.132465 -1.13055 1.9602;248;
1525193553448;0.156519 0.285391 2.14964;0.189818 0.135987 2.11488;0.189518 0.0593976 2.11346;0.188396 -0.174864 2.09848;0.186665 -0.494952 2.06674;0.356521 0.0452192 2.05744;0.0362336 0.00145833 2.15844;0.323855 -0.0815307 2.05744;0.0070049 -0.239659 2.14372;0.244184 0.0762479 1.92744;-0.0572048 -0.45226 2.07133;0.238293 0.147931 1.9547;-0.0735027 -0.517111 2.03853;0.222855 0.213606 1.97387;-0.079493 -0.571869 2.01717;0.25385 0.156219 1.96783;-0.0460725 -0.517478 2.0034;0.257485 -0.482071 2.00842;0.109065 -0.49109 2.05454;0.318702 -0.792139 1.9413;0.130165 -0.797408 2.04258;0.403456 -1.14162 1.96031;0.166819 -1.10671 2.08258;0.365655 -1.16443 1.8387;0.132731 -1.13049 1.95991;249;
1525193553582;0.156548 0.285041 2.14927;0.18966 0.135765 2.11424;0.189331 0.0591908 2.11278;0.188048 -0.175036 2.09782;0.185922 -0.49503 2.06609;0.356702 0.0450905 2.0572;0.0362096 0.00226886 2.15823;0.322333 -0.0786789 2.0572;0.0065391 -0.238799 2.14374;0.24289 0.0787394 1.92726;-0.0576028 -0.45224 2.07119;0.242476 0.145462 1.96091;-0.0741123 -0.516065 2.03755;0.231194 0.209948 1.98195;-0.0795064 -0.572065 2.01786;0.262095 0.146947 1.96064;-0.0450772 -0.518673 2.00416;0.256912 -0.482284 2.00801;0.108217 -0.49095 2.05359;0.312088 -0.772217 1.9386;0.129965 -0.797121 2.04224;0.403473 -1.14054 1.96175;0.166945 -1.10681 2.08255;0.365707 -1.16338 1.84006;0.132888 -1.1306 1.95981;250;
1525193553614;0.156439 0.284674 2.14863;0.189365 0.135582 2.11328;0.188991 0.0590371 2.11181;0.1875 -0.175126 2.09696;0.184907 -0.494977 2.06534;0.356844 0.0451103 2.05701;0.0360704 0.00256031 2.15811;0.321455 -0.0768831 2.05701;0.00581089 -0.238438 2.14354;0.242099 0.0805182 1.92599;-0.0584304 -0.453387 2.07022;0.241886 0.148041 1.96038;-0.0738536 -0.520339 2.03636;0.228729 0.218672 1.98148;-0.0795607 -0.576482 2.01379;0.266531 0.156311 1.96767;-0.0449279 -0.519226 2.00321;0.256071 -0.48233 2.00744;0.107141 -0.490759 2.05263;0.313673 -0.779789 1.93792;0.129361 -0.796245 2.0412;0.4031 -1.1406 1.96165;0.16705 -1.10669 2.08214;0.365341 -1.16346 1.83991;0.132992 -1.1305 1.95934;251;
1525193553681;0.156164 0.284566 2.14744;0.18857 0.135286 2.11275;0.188256 0.0587392 2.11121;0.186852 -0.17547 2.09619;0.184319 -0.495348 2.06436;0.35663 0.0445788 2.05578;0.0358752 0.00263664 2.15784;0.320302 -0.0751239 2.05578;0.00512481 -0.2383 2.14336;0.240298 0.0828034 1.92102;-0.0589296 -0.453972 2.06992;0.23746 0.15461 1.95529;-0.0729708 -0.520972 2.03708;0.221752 0.221954 1.97705;-0.0806543 -0.575809 2.01236;0.263299 0.160909 1.95478;-0.04476 -0.518342 2.0043;0.255535 -0.482794 2.00672;0.106563 -0.490987 2.05135;0.314379 -0.78388 1.93818;0.128685 -0.795642 2.04023;0.403082 -1.14119 1.9613;0.167227 -1.1079 2.08243;0.365079 -1.16405 1.83959;0.132924 -1.13171 1.95966;252;
1525193553714;0.155529 0.284812 2.14622;0.18763 0.135278 2.11193;0.187409 0.0587174 2.11037;0.186209 -0.175555 2.09536;0.18387 -0.495472 2.06358;0.356759 0.0445662 2.05571;0.0356814 0.00298576 2.15754;0.319379 -0.0741436 2.05571;0.00459405 -0.237909 2.14319;0.238474 0.0836867 1.91836;-0.0593582 -0.455906 2.06951;0.235511 0.154704 1.94948;-0.0725263 -0.520955 2.03711;0.222926 0.222052 1.97315;-0.0773825 -0.576238 2.01529;0.257984 0.151352 1.94578;-0.0442774 -0.517907 2.00381;0.255214 -0.482964 2.00624;0.106028 -0.491015 2.0502;0.310824 -0.771931 1.93717;0.128345 -0.795449 2.03963;0.402931 -1.14078 1.96181;0.16707 -1.10765 2.08199;0.365041 -1.16365 1.84006;0.132878 -1.13147 1.95919;253;
1525193553747;0.154845 0.2851 2.14527;0.187093 0.135218 2.111;0.186845 0.0586515 2.10939;0.185524 -0.175658 2.09433;0.182969 -0.495595 2.06254;0.356983 0.0445489 2.05562;0.0354511 0.00325965 2.15728;0.319061 -0.0736647 2.05562;0.0041768 -0.237615 2.14288;0.237193 0.083971 1.91648;-0.0595357 -0.456183 2.06937;0.237065 0.155993 1.94539;-0.0723944 -0.521323 2.0364;0.221383 0.225964 1.96772;-0.0773973 -0.576319 2.01557;0.262613 0.165316 1.94213;-0.0441761 -0.518238 2.00364;0.254466 -0.483113 2.00536;0.105057 -0.49109 2.04901;0.313483 -0.783233 1.93701;0.128156 -0.795455 2.03921;0.402705 -1.14121 1.96129;0.167945 -1.10936 2.0816;0.364892 -1.16409 1.83946;0.133815 -1.13317 1.95874;254;
1525193553782;0.154626 0.285303 2.14392;0.186683 0.135483 2.11029;0.186456 0.0588703 2.10867;0.185161 -0.175594 2.09365;0.182605 -0.495705 2.0619;0.357164 0.0446143 2.05537;0.0351117 0.00387737 2.1563;0.318874 -0.0735665 2.05537;0.0038028 -0.236988 2.14251;0.222996 0.0789791 1.8882;-0.0597087 -0.456751 2.06896;0.242131 0.122214 1.93351;-0.0719324 -0.520947 2.03683;0.238998 0.159936 1.93267;-0.0792566 -0.574792 2.01117;0.255474 0.107019 1.91531;-0.0441753 -0.518104 2.00364;0.254265 -0.483245 2.00513;0.104523 -0.491113 2.04778;0.310573 -0.770655 1.93609;0.127847 -0.795201 2.03842;0.402657 -1.14082 1.96141;0.167809 -1.10878 2.08119;0.365136 -1.16367 1.83956;0.133971 -1.13256 1.9583;255;
1525193553815;0.154917 0.285356 2.14201;0.18635 0.136059 2.10965;0.186141 0.059388 2.108;0.184867 -0.175266 2.09291;0.182299 -0.495602 2.06106;0.357096 0.0447975 2.05515;0.0344287 0.00423131 2.1555;0.31846 -0.0728406 2.05515;0.00305443 -0.236621 2.14214;0.222972 0.0799285 1.88893;-0.0599432 -0.458466 2.06797;0.245638 0.12223 1.93557;-0.0713282 -0.524076 2.03457;0.242855 0.161611 1.93278;-0.0764231 -0.580781 2.01052;0.260812 0.110482 1.91885;-0.0440706 -0.519234 2.00297;0.254044 -0.48319 2.00472;0.104186 -0.49096 2.04644;0.313713 -0.782798 1.93549;0.127735 -0.795055 2.03764;0.402339 -1.14104 1.96114;0.167953 -1.10876 2.08096;0.365014 -1.16391 1.83918;0.134304 -1.13255 1.95796;256;
1525193553883;0.155571 0.285916 2.13915;0.186792 0.137698 2.10789;0.186439 0.0608581 2.10634;0.184752 -0.174283 2.09158;0.181724 -0.495068 2.06004;0.357089 0.0452135 2.05508;0.0333869 0.00495301 2.15428;0.318347 -0.0723123 2.05508;0.002282 -0.235936 2.14115;0.224622 0.0815173 1.88913;-0.060317 -0.459399 2.06694;0.250693 0.123655 1.94059;-0.0717284 -0.523628 2.03286;0.245809 0.160914 1.93966;-0.0771484 -0.58012 2.00966;0.257728 0.108614 1.92314;-0.0440495 -0.518936 2.0002;0.253698 -0.482896 2.00419;0.103408 -0.490169 2.04489;0.314023 -0.785124 1.93536;0.127293 -0.794239 2.03574;0.402054 -1.14087 1.96076;0.1684 -1.10943 2.08026;0.36513 -1.16377 1.83862;0.135143 -1.13325 1.95708;257;
1525193553963;0.156307 0.286156 2.13691;0.186758 0.138611 2.10634;0.186437 0.0616436 2.10491;0.184788 -0.173868 2.09056;0.181759 -0.495014 2.0595;0.353658 0.0456225 2.05939;0.0314001 0.00516118 2.15042;0.318492 -0.0722519 2.05939;0.000960869 -0.23576 2.13948;0.226455 0.0825663 1.88961;-0.061246 -0.459341 2.0653;0.251948 0.122992 1.93797;-0.0726663 -0.52393 2.03125;0.250003 0.162895 1.93462;-0.0758017 -0.580356 2.01084;0.236023 0.0930775 1.92943;-0.0446788 -0.523619 1.99868;0.253802 -0.482845 2.00391;0.103335 -0.49013 2.04405;0.310883 -0.773013 1.9338;0.126914 -0.792908 2.03427;0.401107 -1.14037 1.96138;0.168477 -1.10966 2.0801;0.366221 -1.16331 1.83853;0.137243 -1.13351 1.95623;258;
1525193553997;0.156549 0.286268 2.13446;0.189142 0.139456 2.11154;0.188241 0.0623052 2.10838;0.185298 -0.173664 2.09099;0.181967 -0.494939 2.05837;0.351945 0.0456304 2.06248;0.0304969 0.00567988 2.14773;0.318914 -0.0726333 2.06248;-8.03497e-05 -0.235217 2.13726;0.228035 0.0828394 1.89026;-0.0619445 -0.459224 2.06427;0.251837 0.123244 1.93504;-0.0734463 -0.524407 2.0303;0.252589 0.164042 1.93293;-0.0790203 -0.580387 2.00849;0.234698 0.0949938 1.9272;-0.0442262 -0.522089 1.99885;0.254221 -0.482772 2.00327;0.103234 -0.490062 2.04232;0.31264 -0.78044 1.93461;0.126495 -0.791916 2.03327;0.400801 -1.14091 1.96122;0.16853 -1.1096 2.0802;0.367307 -1.16363 1.83793;0.138681 -1.13323 1.95588;259;
1525193554016;0.156623 0.286553 2.13279;0.188615 0.140284 2.10648;0.187976 0.0630135 2.10454;0.185395 -0.173253 2.08909;0.182065 -0.494849 2.05757;0.350983 0.0456288 2.06388;0.0295422 0.0059038 2.14536;0.319019 -0.0726657 2.06388;-0.00117044 -0.234971 2.1352;0.229058 0.0833302 1.89024;-0.0626642 -0.459286 2.06298;0.253315 0.124538 1.93235;-0.0746932 -0.523473 2.02742;0.253672 0.16486 1.93008;-0.0785878 -0.579668 2.00847;0.239162 0.100858 1.92805;-0.0446537 -0.520822 1.99543;0.25454 -0.482667 2.00259;0.103125 -0.489992 2.04146;0.310801 -0.771861 1.93403;0.12612 -0.79156 2.03265;0.400628 -1.1406 1.96159;0.168478 -1.10947 2.08007;0.368264 -1.16344 1.83802;0.139757 -1.13321 1.95548;260;
1525193554050;0.156419 0.287 2.13161;0.188725 0.140363 2.10662;0.188078 0.0630835 2.10462;0.185494 -0.173204 2.08903;0.182173 -0.49488 2.05703;0.350262 0.0455093 2.06484;0.0283379 0.00539475 2.14304;0.319486 -0.0730759 2.06484;-0.00250506 -0.235478 2.13242;0.230057 0.0832129 1.89087;-0.063937 -0.459671 2.05968;0.254772 0.124652 1.93362;-0.0757674 -0.521521 2.02376;0.256226 0.165931 1.93097;-0.079977 -0.578443 2.00412;0.233945 0.108763 1.9384;-0.0483842 -0.523422 1.9896;0.254772 -0.482648 2.00215;0.103117 -0.490077 2.04088;0.313747 -0.783341 1.93491;0.125743 -0.790912 2.03189;0.400614 -1.14121 1.96107;0.168564 -1.10999 2.08028;0.369149 -1.16401 1.83725;0.140741 -1.1337 1.95543;261;
1525193554086;0.156161 0.287217 2.13008;0.188774 0.140422 2.10667;0.188122 0.0631532 2.10463;0.185535 -0.173041 2.08887;0.182001 -0.494547 2.05615;0.349545 0.0453585 2.06526;0.0269952 0.00596663 2.14081;0.319689 -0.0732488 2.06526;-0.00357226 -0.234977 2.1293;0.231046 0.0834545 1.89186;-0.0646758 -0.459221 2.05642;0.255612 0.122631 1.93345;-0.0764594 -0.520684 2.01786;0.254366 0.163997 1.92966;-0.0765981 -0.578058 2.00056;0.264432 0.113652 1.92375;-0.0496029 -0.521695 1.98427;0.254732 -0.482389 2.00126;0.102857 -0.489695 2.04009;0.3146 -0.786934 1.93543;0.125282 -0.790354 2.03063;0.400537 -1.14124 1.96093;0.168011 -1.10915 2.07965;0.369856 -1.16402 1.83684;0.140978 -1.13286 1.95453;262;
1525193554186;0.155242 0.287625 2.12682;0.18741 0.141651 2.1008;0.186945 0.0643936 2.09924;0.184769 -0.171914 2.08464;0.181445 -0.493813 2.05334;0.347771 0.0464612 2.06055;0.0252844 0.00570771 2.13783;0.31983 -0.0735861 2.06055;-0.00692452 -0.235122 2.12088;0.232685 0.0838787 1.89349;-0.0672826 -0.458342 2.04366;0.255613 0.122831 1.94159;-0.0780458 -0.521822 1.99895;0.253103 0.163003 1.94291;-0.079799 -0.580058 1.97302;0.237857 0.0942719 1.93829;-0.0649258 -0.582141 2.00025;0.254409 -0.481723 1.99929;0.102099 -0.488935 2.03645;0.314571 -0.786784 1.93527;0.124968 -0.790568 2.02927;0.400008 -1.14076 1.961;0.16801 -1.10915 2.07965;0.368835 -1.16367 1.83703;0.140478 -1.13298 1.95466;263;
1525193554263;0.153732 0.288878 2.12519;0.18681 0.141773 2.09911;0.186311 0.0645667 2.09743;0.184003 -0.171634 2.08245;0.180346 -0.493531 2.0507;0.348444 0.0456563 2.059;0.0236955 0.00624714 2.13529;0.319571 -0.0739589 2.059;-0.00925736 -0.234493 2.11595;0.233324 0.0839699 1.89385;-0.068136 -0.456283 2.03278;0.2509 0.13907 1.93598;-0.0780645 -0.519017 1.98812;0.249791 0.176947 1.93885;-0.0793665 -0.577017 1.96267;0.27108 0.153507 1.9364;-0.0492427 -0.51304 1.96074;0.253625 -0.481509 1.99709;0.100754 -0.488566 2.03348;0.310186 -0.775644 1.9318;0.124136 -0.790692 2.02725;0.400208 -1.13938 1.96187;0.162744 -1.08885 2.07625;0.3695 -1.1623 1.8377;0.135746 -1.11287 1.95094;264;
1525193554316;0.149031 0.292943 2.11815;0.186913 0.141696 2.10001;0.186367 0.0645466 2.0978;0.184014 -0.171602 2.08229;0.180127 -0.493297 2.04772;0.348296 0.0441794 2.06139;0.0216018 0.00581981 2.13111;0.319058 -0.0774589 2.06139;-0.0118189 -0.234837 2.1094;0.237356 0.0826734 1.89682;-0.0693885 -0.455108 2.02069;0.236823 0.162728 1.92187;-0.0788589 -0.515295 1.97515;0.186553 0.223437 1.94952;-0.0830868 -0.572219 1.945;0.256019 0.181756 1.91458;-0.0495583 -0.512621 1.94911;0.25361 -0.481026 1.99442;0.100348 -0.488585 2.03026;0.308373 -0.769855 1.92873;0.12343 -0.790691 2.02448;0.399773 -1.13836 1.96201;0.164062 -1.0928 2.07567;0.370978 -1.16119 1.83725;0.138952 -1.11668 1.94981;265;
1525193554482;0.158291 0.296517 2.08867;0.170367 0.122863 2.08505;0.172959 0.0488846 2.08396;0.177738 -0.180006 2.07057;0.179823 -0.495722 2.03911;0.34887 0.0394114 2.05844;0.0170451 0.00385147 2.12391;0.31992 -0.0891236 2.05844;-0.0144459 -0.23708 2.10508;0.240013 0.0721548 1.89284;-0.070876 -0.456491 2.01318;0.207991 0.152906 1.89482;-0.0772976 -0.517618 1.96414;0.172266 0.20949 1.91007;-0.0794287 -0.57501 1.93797;0.229939 0.175933 1.87904;-0.0483366 -0.516329 1.93379;0.253867 -0.483155 1.98541;0.0995449 -0.491127 2.02214;0.312668 -0.784525 1.92278;0.123211 -0.790716 2.01828;0.399472 -1.14018 1.96205;0.164651 -1.09739 2.074;0.372468 -1.16316 1.83702;0.141318 -1.12137 1.94789;266;
1525193554514;0.161074 0.290936 2.08763;0.167331 0.117403 2.08543;0.16992 0.0434991 2.08367;0.17571 -0.183936 2.06858;0.179782 -0.497255 2.03598;0.348484 0.0379178 2.05772;0.0157735 0.00332451 2.12157;0.320303 -0.0893067 2.05772;-0.0161572 -0.237547 2.10223;0.204314 0.111365 1.88468;-0.0710208 -0.457377 2.0104;0.188339 0.161344 1.89491;-0.076719 -0.51958 1.96825;0.153043 0.211301 1.916;-0.0807196 -0.575721 1.94126;0.218449 0.185029 1.89225;-0.0451134 -0.519131 1.93423;0.254114 -0.484574 1.98259;0.0991931 -0.4927 2.0187;0.313345 -0.787132 1.92144;0.123218 -0.791737 2.01591;0.398806 -1.14173 1.96176;0.164634 -1.0977 2.07365;0.372282 -1.1646 1.83653;0.141771 -1.12158 1.94734;267;
1525193554547;0.165728 0.282548 2.08032;0.16469 0.11068 2.08347;0.16747 0.037352 2.08145;0.174304 -0.187901 2.06583;0.180114 -0.498314 2.03318;0.348487 0.0376016 2.05742;0.0149406 0.00333145 2.11954;0.319882 -0.0883669 2.05742;-0.0168673 -0.237561 2.10114;0.204785 0.111008 1.88457;-0.07117 -0.457777 2.00999;0.182144 0.156871 1.89737;-0.0769798 -0.521215 1.97159;0.147478 0.216306 1.91936;-0.0800135 -0.576944 1.94537;0.218915 0.183856 1.90344;-0.0459423 -0.519765 1.94201;0.254704 -0.48547 1.97992;0.0992532 -0.493872 2.01579;0.313484 -0.787951 1.92047;0.123262 -0.793412 2.01441;0.39864 -1.14288 1.96069;0.165181 -1.10215 2.07263;0.372625 -1.1657 1.83529;0.142818 -1.12595 1.94618;268;
1525193554630;0.176349 0.266787 2.06485;0.16249 0.101589 2.08295;0.16566 0.0298224 2.0804;0.173672 -0.1915 2.0637;0.181156 -0.498419 2.02947;0.348547 0.0387423 2.05559;0.0142019 0.0041876 2.11744;0.316927 -0.0804555 2.05559;-0.017844 -0.236683 2.09969;0.205011 0.11124 1.88619;-0.0713605 -0.457632 2.01005;0.177099 0.161306 1.91422;-0.0795258 -0.523091 1.97803;0.163187 0.221872 1.92779;-0.0819834 -0.578807 1.95243;0.204095 0.195027 1.9117;-0.0496076 -0.528885 1.94632;0.255865 -0.485587 1.9769;0.100107 -0.493923 2.01135;0.309257 -0.771814 1.91529;0.123582 -0.79295 2.01214;0.398304 -1.14189 1.96067;0.165208 -1.10258 2.0724;0.372313 -1.16463 1.83517;0.142864 -1.12628 1.94586;269;
