Time;Head;Neck;Spine Shoulder;Spine Mid;Spine Base;R Shoulder;L Shoulder;R Elbow;L Elbow;R Wrist;L Wrist;R Hand;L Hand;R Foot;L Foot;Frame No.;
1525195542350;0.243253 0.502683 2.69522;0.251079 0.334766 2.6909;0.251644 0.254818 2.69765;0.252488 0.0106664 2.70814;0.253554 -0.320341 2.71163;0.428629 0.239548 2.7029;0.0805454 0.24597 2.76497;0.554407 0.05272 2.7029;-0.0322728 0.0608506 2.84223;0.596983 0.287328 2.5947;-0.0967622 0.226154 2.69613;0.585026 0.291546 2.58064;-0.108708 0.293775 2.66212;0.497606 -1.29099 2.67873;0.0803532 -1.28476 2.70123;56;
1525195542381;0.243672 0.502991 2.69584;0.250853 0.335601 2.69112;0.251545 0.255534 2.69775;0.252674 0.0111474 2.70794;0.254197 -0.320163 2.71077;0.428824 0.239714 2.70266;0.080336 0.246025 2.76464;0.554346 0.0527124 2.70266;-0.0402416 0.0445437 2.8466;0.591243 0.26969 2.6013;-0.0964906 0.227646 2.69441;0.585115 0.290886 2.58184;-0.107973 0.296822 2.65978;0.49773 -1.291 2.67868;0.0802903 -1.28467 2.70112;57;
1525195542414;0.244141 0.503222 2.69673;0.250777 0.335806 2.69123;0.251517 0.255695 2.69779;0.252756 0.011246 2.70783;0.254569 -0.320326 2.71013;0.428848 0.239646 2.7025;0.0802444 0.246101 2.76405;0.554317 0.0527073 2.7025;-0.0546258 0.0289995 2.85027;0.595069 0.288834 2.59565;-0.0964669 0.227629 2.69407;0.586419 0.294199 2.58134;-0.108844 0.296356 2.6591;0.497314 -1.2907 2.67858;0.0802626 -1.28466 2.70112;58;
1525195542598;0.244635 0.501659 2.69887;0.250684 0.335514 2.69185;0.251479 0.255518 2.6982;0.252782 0.0112275 2.70787;0.254642 -0.320338 2.70999;0.429059 0.23976 2.70311;0.0802392 0.246091 2.76403;0.555293 0.0544385 2.70311;-0.0522452 0.0288379 2.84864;0.595734 0.289134 2.59627;-0.0967969 0.227446 2.69357;0.589859 0.293688 2.58753;-0.110564 0.293435 2.66097;0.497163 -1.29095 2.67852;0.080327 -1.2847 2.70144;59;
1525195542664;0.245057 0.500615 2.70151;0.250755 0.335212 2.69209;0.251578 0.255317 2.69835;0.253003 0.0111474 2.70782;0.255221 -0.320363 2.70947;0.429053 0.239763 2.70313;0.0802322 0.246039 2.76387;0.555215 0.0546623 2.70313;-0.0566896 0.0224731 2.85748;0.596027 0.289098 2.59683;-0.0968433 0.226943 2.69311;0.587978 0.293895 2.58707;-0.108983 0.290584 2.65878;0.496751 -1.29096 2.67797;0.0803068 -1.28465 2.70144;60;
1525195542916;0.24628 0.499375 2.7049;0.251618 0.335006 2.69274;0.252415 0.255214 2.69892;0.253805 0.0112869 2.70813;0.255795 -0.320094 2.70951;0.429309 0.240414 2.70299;0.0806359 0.245929 2.76399;0.556847 0.0597937 2.70299;-0.049607 0.0226701 2.85658;0.595964 0.289315 2.59673;-0.0960189 0.225214 2.69326;0.58989 0.294525 2.58526;-0.104833 0.290343 2.66575;0.499093 -1.29449 2.6747;0.0804197 -1.28487 2.70177;61;
1525195543156;0.247723 0.50009 2.71206;0.252612 0.33617 2.69435;0.253529 0.256425 2.70065;0.255281 0.0125529 2.71002;0.257435 -0.319038 2.71157;0.42996 0.242088 2.70354;0.0815345 0.246535 2.76745;0.557492 0.0607737 2.70354;-0.0533762 0.0251048 2.87279;0.596023 0.289299 2.59662;-0.0950927 0.226039 2.69712;0.589815 0.292889 2.58362;-0.105406 0.293266 2.67924;0.498523 -1.29433 2.6746;0.0808951 -1.28456 2.70216;62;
1525195543298;0.248556 0.500035 2.71442;0.253577 0.33663 2.69591;0.254519 0.256896 2.70216;0.256327 0.0130281 2.71128;0.258365 -0.318675 2.71254;0.431025 0.24323 2.70395;0.0826943 0.246353 2.76948;0.558028 0.0616946 2.70395;-0.0521904 0.0261158 2.87688;0.596008 0.28932 2.5961;-0.0943656 0.226902 2.70045;0.588 0.292574 2.57826;-0.105263 0.294031 2.68186;0.498036 -1.29343 2.67449;0.0809835 -1.28443 2.70221;63;
1525195543531;0.250078 0.499834 2.71684;0.254406 0.336665 2.69819;0.255325 0.257019 2.70439;0.257076 0.0133951 2.71327;0.258929 -0.318098 2.71428;0.432007 0.243847 2.70424;0.0838322 0.248182 2.77568;0.560492 0.0643909 2.70424;-0.0449556 0.0265531 2.87183;0.596164 0.289 2.59518;-0.0936163 0.227817 2.70292;0.590425 0.286868 2.5801;-0.104964 0.29655 2.68349;0.498236 -1.29309 2.67482;0.0811071 -1.28446 2.70216;64;
1525195543565;0.251438 0.499306 2.71873;0.255856 0.336809 2.70055;0.256698 0.257185 2.70659;0.258227 0.0136125 2.71497;0.259706 -0.317899 2.71542;0.432766 0.244482 2.70513;0.0848736 0.248241 2.7765;0.561369 0.0643122 2.70513;-0.0475819 0.0242822 2.8751;0.596285 0.288575 2.59491;-0.0928148 0.227547 2.70506;0.591309 0.286904 2.58014;-0.105028 0.29368 2.68425;0.49781 -1.29277 2.67492;0.0811132 -1.28419 2.70241;65;
1525195543832;0.252915 0.498735 2.72102;0.256319 0.337228 2.70185;0.257127 0.257582 2.70785;0.258564 0.0139397 2.71607;0.259871 -0.317693 2.71631;0.433462 0.245045 2.70582;0.0850439 0.2482 2.7769;0.562091 0.0630797 2.70582;-0.0441761 0.0261147 2.87203;0.596859 0.288282 2.59588;-0.0927494 0.227568 2.70514;0.590885 0.286603 2.58605;-0.104275 0.293408 2.67744;0.497559 -1.29243 2.675;0.0810202 -1.28423 2.70235;66;
1525195543865;0.254485 0.499433 2.72359;0.256609 0.337313 2.70232;0.257434 0.257658 2.70829;0.258922 0.0139908 2.7164;0.260256 -0.317694 2.71653;0.43352 0.245026 2.70592;0.0852214 0.248078 2.77689;0.562272 0.0627716 2.70592;-0.0321881 0.0459705 2.86205;0.5929 0.224863 2.61014;-0.0928036 0.22749 2.70524;0.592679 0.282466 2.58654;-0.104413 0.294556 2.67536;0.497753 -1.29255 2.67522;0.0809975 -1.2842 2.70237;67;
1525195544031;0.255527 0.49932 2.72537;0.256627 0.337555 2.70247;0.257429 0.257871 2.70845;0.258857 0.0141337 2.7166;0.260045 -0.317647 2.71685;0.433843 0.245296 2.70609;0.0855504 0.247719 2.77644;0.562323 0.0625589 2.70609;-0.0305594 0.0486862 2.85831;0.598335 0.285182 2.5964;-0.092684 0.22753 2.70383;0.590987 0.286321 2.58339;-0.101781 0.294942 2.66783;0.497986 -1.29269 2.67568;0.080688 -1.28463 2.70267;68;
1525195544064;0.256155 0.499617 2.72627;0.256775 0.337762 2.70261;0.257534 0.258026 2.70858;0.258875 0.0141838 2.71672;0.259944 -0.317712 2.71702;0.434002 0.245301 2.70608;0.0858668 0.247581 2.7761;0.562264 0.0625284 2.70608;-0.0299758 0.0497491 2.85665;0.598355 0.284874 2.59632;-0.0926629 0.227871 2.70281;0.590528 0.286432 2.58218;-0.102636 0.295399 2.66781;0.497823 -1.2931 2.67588;0.0811268 -1.285 2.70569;69;
1525195544084;0.256766 0.499483 2.72697;0.2569 0.3379 2.70259;0.257607 0.258132 2.70859;0.258863 0.0142366 2.71675;0.259722 -0.317682 2.71717;0.434175 0.245536 2.70622;0.0863576 0.247484 2.77544;0.562368 0.0624923 2.70622;-0.0283308 0.0521577 2.85495;0.598316 0.284874 2.59629;-0.0926499 0.228121 2.7016;0.59031 0.287839 2.58214;-0.102428 0.295201 2.66668;0.498018 -1.29318 2.67622;0.0813221 -1.28432 2.70562;70;
1525195544131;0.257318 0.499517 2.72737;0.256994 0.338148 2.70242;0.257666 0.258339 2.70846;0.258845 0.0143435 2.71671;0.259621 -0.317637 2.71717;0.434225 0.245556 2.7062;0.0864239 0.247524 2.7753;0.562383 0.0623996 2.7062;-0.0282212 0.0534394 2.85365;0.598238 0.284779 2.59598;-0.0927686 0.228158 2.70128;0.590386 0.286177 2.58058;-0.102667 0.295211 2.66742;0.497698 -1.29283 2.67661;0.0815334 -1.28409 2.70347;71;
1525195544716;0.257563 0.499032 2.72706;0.256977 0.33811 2.70233;0.257661 0.258297 2.70835;0.258893 0.0142685 2.71649;0.259782 -0.317816 2.71671;0.434376 0.245525 2.70415;0.0873935 0.246484 2.77357;0.562573 0.0632467 2.70415;-0.0263575 0.0527224 2.85333;0.595882 0.285246 2.59237;-0.0929156 0.227235 2.70124;0.584731 0.284775 2.56975;-0.10406 0.289705 2.67009;0.497695 -1.29281 2.67664;0.0817177 -1.28396 2.70345;72;
1525195544850;0.257914 0.499033 2.72702;0.257083 0.337954 2.70163;0.257744 0.258152 2.70769;0.258903 0.0141408 2.71596;0.259686 -0.317958 2.71629;0.434619 0.245277 2.70334;0.0877146 0.246359 2.77267;0.562741 0.0637892 2.70334;-0.0262161 0.0526839 2.85326;0.594647 0.285313 2.59056;-0.0929942 0.227097 2.70126;0.584478 0.283167 2.5709;-0.106351 0.290406 2.66925;0.497252 -1.29205 2.67678;0.0814499 -1.28438 2.70419;73;
1525195545064;0.257915 0.499054 2.72697;0.256942 0.337753 2.7006;0.257577 0.257967 2.70677;0.258657 0.0139831 2.71529;0.259319 -0.318123 2.71586;0.434602 0.245067 2.70274;0.0875536 0.246279 2.77152;0.562824 0.0640045 2.70274;-0.0264395 0.0525751 2.85269;0.594122 0.285371 2.58951;-0.0927996 0.227398 2.70058;0.584429 0.285179 2.57248;-0.102716 0.291976 2.6673;0.49718 -1.292 2.67674;0.0812706 -1.28463 2.70391;74;
1525195545163;0.257881 0.498712 2.72665;0.256701 0.337498 2.69981;0.257342 0.257699 2.70599;0.258424 0.0136639 2.71457;0.259054 -0.318545 2.71521;0.434315 0.2447 2.70217;0.0877075 0.245659 2.77001;0.562663 0.0635877 2.70217;-0.0267839 0.0527005 2.85178;0.593843 0.284897 2.58889;-0.0928707 0.227301 2.70021;0.582044 0.284453 2.57417;-0.104541 0.290193 2.66714;0.496979 -1.29156 2.67778;0.0808609 -1.28536 2.70354;75;
1525195545365;0.257704 0.498189 2.72643;0.256171 0.337232 2.69966;0.256778 0.257425 2.70583;0.257728 0.0133515 2.71436;0.258107 -0.318949 2.71493;0.433476 0.244496 2.70158;0.0872781 0.245276 2.76937;0.561201 0.062123 2.70158;-0.03406 0.0383685 2.8495;0.593547 0.283983 2.58898;-0.0930393 0.227226 2.70011;0.581064 0.284633 2.57688;-0.105822 0.296033 2.66837;0.49704 -1.29158 2.67787;0.0809018 -1.2853 2.70341;76;
1525195545530;0.257344 0.497815 2.72635;0.255244 0.336112 2.69912;0.255893 0.256451 2.70537;0.256941 0.0127339 2.71413;0.257364 -0.319252 2.71493;0.432799 0.244177 2.70139;0.0866664 0.245137 2.76845;0.560372 0.0620929 2.70139;-0.0567013 0.0255905 2.86708;0.589074 0.2832 2.58917;-0.0934894 0.226698 2.69976;0.576768 0.282707 2.57807;-0.106829 0.293903 2.66551;0.497152 -1.2917 2.67751;0.0808839 -1.28529 2.70306;77;
1525195545831;0.2562 0.497516 2.72702;0.253992 0.335356 2.69969;0.25455 0.255744 2.70598;0.255273 0.012185 2.71487;0.255126 -0.319538 2.71594;0.431054 0.243856 2.70274;0.0844254 0.244718 2.76995;0.558256 0.0616524 2.70274;-0.057291 0.0244183 2.86913;0.58718 0.281642 2.59158;-0.0942136 0.224794 2.70247;0.573012 0.274579 2.58709;-0.108295 0.286735 2.68;0.497019 -1.29139 2.67736;0.0807938 -1.28566 2.70384;78;
1525195545850;0.254942 0.49724 2.72759;0.251959 0.334357 2.70123;0.252641 0.254876 2.7074;0.253715 0.011676 2.716;0.253988 -0.319671 2.71675;0.430036 0.243741 2.70356;0.0831764 0.244452 2.77126;0.557182 0.0614692 2.70356;-0.0579535 0.0236844 2.87026;0.580678 0.272932 2.59022;-0.0944572 0.224125 2.70387;0.572545 0.277098 2.58957;-0.108357 0.286667 2.68085;0.497477 -1.2918 2.67763;0.0809323 -1.28546 2.70363;79;
1525195546051;0.25129 0.497839 2.72922;0.248873 0.335787 2.70384;0.2499 0.256121 2.70977;0.251912 0.012452 2.71768;0.253172 -0.319343 2.71772;0.428144 0.24524 2.7056;0.0802213 0.24426 2.7747;0.553177 0.0648295 2.7056;-0.0513843 0.0219777 2.87052;0.561328 0.288072 2.60362;-0.0950861 0.224604 2.70585;0.559926 0.289736 2.5972;-0.105403 0.287203 2.68333;0.49723 -1.29191 2.67727;0.0811504 -1.28528 2.70374;80;
1525195546084;0.249253 0.498791 2.73061;0.248004 0.336469 2.70455;0.249071 0.256751 2.7105;0.251233 0.0129234 2.71846;0.252746 -0.319078 2.71852;0.427418 0.246503 2.70731;0.0786684 0.244508 2.77707;0.551376 0.0668038 2.70731;-0.0570397 0.0190407 2.87417;0.563772 0.273307 2.60293;-0.0949132 0.224259 2.70865;0.558296 0.289225 2.59834;-0.105193 0.286712 2.68762;0.49724 -1.29228 2.6766;0.081185 -1.28531 2.70372;81;
1525195546116;0.247621 0.498979 2.73174;0.247099 0.336772 2.7051;0.248323 0.257047 2.71108;0.250876 0.0132181 2.71916;0.252921 -0.318716 2.71956;0.426839 0.246965 2.70792;0.0775165 0.244654 2.77915;0.550992 0.0669271 2.70792;-0.0577543 0.0196694 2.8778;0.564845 0.269873 2.60329;-0.0950346 0.224016 2.70986;0.558561 0.291361 2.59885;-0.104991 0.289077 2.68828;0.497356 -1.29238 2.67667;0.081158 -1.28535 2.70358;82;
1525195546184;0.245894 0.499829 2.73291;0.246452 0.337805 2.70597;0.247742 0.257964 2.71186;0.250519 0.0138017 2.71967;0.252828 -0.318504 2.71975;0.426328 0.247479 2.70842;0.0771417 0.244541 2.77952;0.549892 0.0674137 2.70842;-0.0565538 0.020037 2.88078;0.565393 0.267497 2.60264;-0.0947425 0.224076 2.71166;0.556406 0.291606 2.59445;-0.100714 0.28881 2.69217;0.496872 -1.29164 2.67709;0.0808355 -1.28578 2.70398;83;
1525195546250;0.244316 0.500314 2.73445;0.246068 0.337873 2.70619;0.247386 0.258042 2.71207;0.250268 0.013896 2.71985;0.252737 -0.318428 2.71985;0.426059 0.247787 2.70876;0.0767308 0.244467 2.7806;0.548414 0.0295486 2.70876;-0.05519 0.0190262 2.88206;0.564236 0.252091 2.61294;-0.0943513 0.222761 2.71341;0.557435 0.29239 2.5922;-0.0991532 0.2843 2.69444;0.4968 -1.29171 2.67703;0.0807504 -1.28602 2.70392;84;
1525195546591;0.24483 0.500833 2.73532;0.246039 0.337901 2.70611;0.247334 0.25808 2.7119;0.250142 0.0139474 2.71917;0.252557 -0.318448 2.71782;0.426079 0.247816 2.70879;0.0769508 0.2443 2.78046;0.545102 0.0287895 2.70879;-0.0448649 0.0115683 2.87816;0.573607 0.230712 2.61791;-0.0940226 0.222422 2.71371;0.567448 0.28942 2.59161;-0.100776 0.288115 2.69014;0.49683 -1.29164 2.67705;0.0807543 -1.28605 2.70396;85;
1525195546657;0.244911 0.500906 2.73543;0.245905 0.337924 2.70601;0.247184 0.258106 2.71173;0.249966 0.0139787 2.71872;0.252448 -0.318442 2.71684;0.426 0.247792 2.70875;0.0769114 0.244307 2.78047;0.544553 0.0284023 2.70875;-0.0483307 0.0121778 2.87642;0.573069 0.250753 2.60499;-0.0940169 0.222427 2.7137;0.566397 0.289781 2.59107;-0.103717 0.288536 2.68894;0.496736 -1.29137 2.67711;0.0806525 -1.28586 2.70346;86;
1525195547164;0.202478 0.497386 2.72932;0.218516 0.336917 2.69749;0.220998 0.257124 2.7042;0.227554 0.0130457 2.71408;0.234892 -0.319354 2.71565;0.390042 0.246294 2.69973;0.041963 0.241609 2.77254;0.510237 0.0687905 2.69973;-0.0776705 0.00881903 2.87144;0.525682 0.291122 2.58676;-0.133652 0.211016 2.70935;0.524526 0.292583 2.57184;-0.150623 0.272417 2.67713;0.496778 -1.29125 2.67714;0.080385 -1.28549 2.70323;87;
1525195547564;0.198697 0.49688 2.72373;0.209845 0.335107 2.69631;0.212676 0.255506 2.70314;0.220397 0.0119737 2.71344;0.229587 -0.319798 2.71577;0.38475 0.245986 2.70256;0.0339834 0.241042 2.76558;0.500227 0.0624919 2.70256;-0.090921 0.0187036 2.84297;0.526013 0.282445 2.59672;-0.141579 0.214497 2.68683;0.524106 0.293493 2.58837;-0.154138 0.278866 2.64662;0.495171 -1.2893 2.68;0.080523 -1.28508 2.70303;88;
1525195547598;0.198153 0.496604 2.72139;0.208534 0.334941 2.69605;0.211368 0.255358 2.70289;0.219133 0.0118842 2.71331;0.228491 -0.3198 2.71588;0.3831 0.246214 2.70363;0.0324196 0.240821 2.76313;0.500317 0.063111 2.70363;-0.0914639 0.0189643 2.84137;0.528953 0.281163 2.59489;-0.141389 0.214321 2.68395;0.526545 0.292679 2.59151;-0.152567 0.281007 2.64498;0.49453 -1.28789 2.67878;0.0796454 -1.28566 2.70276;89;
1525195547664;0.199168 0.496517 2.72005;0.208288 0.334896 2.69595;0.211159 0.255324 2.70282;0.219024 0.0118745 2.7133;0.228457 -0.31979 2.71593;0.382973 0.246093 2.70444;0.0323854 0.240977 2.76125;0.501194 0.0636601 2.70444;-0.0914083 0.0197856 2.84014;0.531436 0.285141 2.60002;-0.141043 0.215883 2.67998;0.533939 0.289536 2.59427;-0.146749 0.280256 2.64206;0.493151 -1.28796 2.68441;0.079499 -1.2857 2.70247;90;
1525195547683;0.201027 0.497166 2.71875;0.208358 0.334965 2.69588;0.211214 0.25538 2.70277;0.219047 0.0119023 2.71329;0.22848 -0.319762 2.71599;0.383544 0.246272 2.70519;0.0331196 0.241316 2.75985;0.502626 0.0644222 2.70519;-0.0905425 0.0211765 2.83823;0.54065 0.22486 2.62587;-0.139517 0.216559 2.67753;0.536983 0.28406 2.59585;-0.142923 0.280893 2.64034;0.493054 -1.28732 2.68377;0.0793914 -1.28562 2.70251;91;
1525195547765;0.208562 0.49665 2.71438;0.210614 0.334255 2.69471;0.213242 0.254792 2.70171;0.220465 0.0116279 2.71257;0.229314 -0.319747 2.71569;0.385722 0.245901 2.70577;0.0376095 0.242871 2.75632;0.512306 0.04609 2.70577;-0.0849792 0.0234067 2.83281;0.55235 0.271446 2.61378;-0.135016 0.217777 2.67405;0.547047 0.291025 2.592;-0.133187 0.283977 2.63736;0.493076 -1.28788 2.68172;0.0793224 -1.28595 2.70219;92;
1525195547831;0.216125 0.497572 2.71345;0.214349 0.333927 2.69303;0.216741 0.254452 2.70016;0.223255 0.0112846 2.71145;0.231267 -0.320036 2.71517;0.390833 0.246216 2.70521;0.0448144 0.244626 2.7528;0.516744 0.0555715 2.70521;-0.0800347 0.0255911 2.83142;0.554856 0.28018 2.60711;-0.127596 0.220627 2.67171;0.556789 0.293797 2.58849;-0.125574 0.287202 2.63813;0.493769 -1.28843 2.68171;0.0793125 -1.28596 2.70221;93;
1525195547850;0.221964 0.498111 2.71295;0.221225 0.33269 2.69217;0.223128 0.253424 2.69929;0.228228 0.0108293 2.71062;0.234592 -0.319879 2.71459;0.397081 0.246893 2.70615;0.0504579 0.244708 2.7517;0.520437 0.0577749 2.70615;-0.0755644 0.0263036 2.83245;0.559737 0.282393 2.60555;-0.122242 0.221254 2.67255;0.561286 0.294 2.58764;-0.121067 0.288746 2.64249;0.493798 -1.28832 2.68171;0.0792447 -1.28587 2.70216;94;
1525195547927;0.232568 0.49733 2.71069;0.229785 0.332547 2.69076;0.231343 0.253335 2.69791;0.235301 0.0109286 2.70936;0.240002 -0.319481 2.71367;0.406806 0.245907 2.70518;0.0582377 0.246245 2.75238;0.531047 0.0602295 2.70518;-0.0688064 0.0307989 2.83526;0.565315 0.285392 2.6003;-0.11416 0.226138 2.67459;0.568542 0.295138 2.58032;-0.11352 0.294025 2.64652;0.494014 -1.28853 2.6817;0.0787108 -1.28671 2.70038;95;
1525195548265;0.283803 0.497452 2.70002;0.285115 0.333592 2.68473;0.284108 0.254182 2.69184;0.274028 0.0112107 2.70407;0.261275 -0.319573 2.70991;0.461171 0.244545 2.68426;0.115438 0.245204 2.76902;0.588475 0.0610624 2.68426;0.00673346 0.0654328 2.86766;0.598929 0.283074 2.54754;-0.0635974 0.241059 2.71824;0.594919 0.290765 2.5366;-0.073522 0.30458 2.68967;0.494661 -1.28859 2.68147;0.0786727 -1.28646 2.70044;96;
1525195548631;0.275495 0.495674 2.70334;0.284682 0.333115 2.68608;0.283848 0.253779 2.69291;0.275079 0.010866 2.70465;0.266253 -0.32012 2.70966;0.460155 0.244782 2.68398;0.116142 0.244484 2.77527;0.612379 0.0247367 2.68398;0.0192284 0.0498077 2.88283;0.593686 0.230263 2.55846;-0.0665831 0.234573 2.73324;0.586777 0.295431 2.52926;-0.0799159 0.29984 2.71443;0.495003 -1.28885 2.68106;0.0791073 -1.28594 2.70077;97;
1525195548664;0.270747 0.49394 2.70515;0.271507 0.330708 2.69464;0.274127 0.251775 2.69959;0.274273 0.0102159 2.7062;0.269638 -0.320697 2.70976;0.458728 0.244764 2.6837;0.115559 0.244028 2.77887;0.587305 0.0476486 2.6837;0.00980217 0.0403034 2.88161;0.594812 0.278178 2.55638;-0.0679859 0.234357 2.73721;0.584064 0.304046 2.53149;-0.0827411 0.299126 2.71635;0.494918 -1.28934 2.67853;0.0801709 -1.28498 2.70084;98;
1525195548798;0.257991 0.493671 2.71014;0.270318 0.331083 2.69567;0.2725 0.252094 2.70094;0.273397 0.0102219 2.70747;0.269844 -0.320709 2.70997;0.450132 0.246005 2.68733;0.109097 0.24244 2.78353;0.584227 0.0562312 2.68733;0.0098576 0.040422 2.88148;0.593635 0.283847 2.55323;-0.0723169 0.230348 2.7379;0.578379 0.303308 2.54108;-0.0924795 0.291073 2.70985;0.496054 -1.29031 2.67873;0.0800145 -1.28475 2.70102;99;
1525195548883;0.249373 0.495409 2.71687;0.261419 0.330175 2.70042;0.263939 0.251255 2.70544;0.268946 0.0097939 2.71028;0.269693 -0.320648 2.71012;0.443175 0.246439 2.69361;0.101256 0.241677 2.78637;0.576226 0.0611192 2.69361;0.0049869 0.0391462 2.87952;0.589823 0.28829 2.56251;-0.07941 0.229424 2.73539;0.575611 0.308336 2.55869;-0.103965 0.294893 2.70748;0.496381 -1.29058 2.67903;0.0800447 -1.28479 2.70136;100;
1525195548982;0.243157 0.495855 2.72344;0.255189 0.330028 2.70412;0.257202 0.251096 2.70896;0.261699 0.00962759 2.71314;0.265249 -0.320337 2.7104;0.433977 0.247769 2.70572;0.0872323 0.239632 2.78858;0.567206 0.0644377 2.70572;-0.0184757 0.0399815 2.86973;0.583414 0.292091 2.58066;-0.0882834 0.228425 2.73123;0.571694 0.310859 2.57824;-0.110653 0.301749 2.69892;0.496508 -1.29074 2.67894;0.0802758 -1.28491 2.7017;101;
1525195549030;0.241649 0.49602 2.72545;0.249694 0.331636 2.70866;0.251916 0.252474 2.71301;0.257307 0.0103867 2.71596;0.262765 -0.320006 2.71116;0.430576 0.247587 2.71041;0.0830489 0.239435 2.78859;0.56245 0.0638555 2.71041;-0.0303495 0.0439495 2.86233;0.58167 0.291759 2.58533;-0.0946005 0.23325 2.72575;0.568689 0.309177 2.58141;-0.114224 0.302228 2.69637;0.496599 -1.29097 2.67899;0.0803279 -1.28492 2.70176;102;
1525195549064;0.240281 0.496413 2.72776;0.248405 0.331555 2.70925;0.250337 0.252408 2.71363;0.254835 0.0103736 2.71668;0.259283 -0.319758 2.71142;0.426981 0.246623 2.71482;0.0797036 0.239756 2.78859;0.55933 0.0631075 2.71482;-0.0363844 0.045192 2.85925;0.579818 0.290966 2.58966;-0.0987921 0.234347 2.72138;0.56634 0.306765 2.58486;-0.11642 0.30512 2.68895;0.496704 -1.29111 2.67919;0.0804157 -1.28591 2.70261;103;
1525195549098;0.23966 0.496442 2.72969;0.246034 0.33221 2.7109;0.247975 0.252953 2.71508;0.252634 0.0105991 2.71761;0.257473 -0.319811 2.71152;0.424303 0.246388 2.71865;0.0762649 0.238771 2.78696;0.54787 0.0595106 2.71865;-0.0417625 0.0466283 2.85675;0.577224 0.287493 2.59596;-0.10235 0.236416 2.71763;0.565471 0.301957 2.59008;-0.118274 0.306333 2.68503;0.496682 -1.29114 2.67913;0.0802867 -1.28599 2.70278;104;
1525195549116;0.239175 0.496212 2.7307;0.242012 0.332076 2.71305;0.244263 0.252826 2.71678;0.249861 0.0104718 2.71823;0.255643 -0.319896 2.71092;0.421921 0.245028 2.7217;0.0722862 0.238789 2.78515;0.546219 0.0595999 2.7217;-0.0555128 0.0385811 2.85046;0.575948 0.288146 2.59788;-0.106527 0.236993 2.71117;0.565955 0.299674 2.5927;-0.119951 0.304199 2.67624;0.496951 -1.29132 2.67882;0.0800875 -1.28636 2.70281;105;
1525195549226;0.238825 0.496046 2.73143;0.239369 0.331397 2.71426;0.241243 0.252214 2.71799;0.245703 0.0101087 2.71931;0.25015 -0.31973 2.71123;0.416354 0.243038 2.72933;0.0675807 0.239502 2.78243;0.533834 0.0562134 2.72933;-0.0678233 0.0332973 2.84419;0.573186 0.28251 2.61338;-0.111833 0.235743 2.7017;0.566608 0.296567 2.61031;-0.125127 0.304222 2.66698;0.496478 -1.29061 2.67995;0.0801379 -1.28601 2.70283;106;
1525195549392;0.237869 0.495536 2.73206;0.231618 0.331441 2.7174;0.233363 0.252304 2.72113;0.237737 0.0102965 2.72238;0.242702 -0.319413 2.71376;0.410801 0.24251 2.73979;0.0578949 0.242218 2.779;0.526176 0.0577292 2.73979;-0.0872684 0.0364343 2.8306;0.567797 0.288268 2.62779;-0.120443 0.239348 2.68941;0.557844 0.305411 2.62621;-0.129941 0.309602 2.65392;0.496605 -1.29171 2.67961;0.0800987 -1.28576 2.7025;107;
1525195549499;0.235849 0.495592 2.73275;0.225432 0.331914 2.71976;0.22768 0.25277 2.72344;0.23349 0.0107206 2.72449;0.240101 -0.319043 2.71547;0.406913 0.242031 2.74262;0.0532761 0.242063 2.77895;0.522562 0.057742 2.74262;-0.0881262 0.0361476 2.83045;0.565248 0.287228 2.63197;-0.123761 0.238143 2.68592;0.554753 0.304143 2.62404;-0.131953 0.305648 2.65271;0.497165 -1.29189 2.68047;0.0800379 -1.28564 2.70226;108;
1525195549584;0.230607 0.494697 2.73269;0.221396 0.332589 2.72098;0.2238 0.253439 2.72485;0.230097 0.0113698 2.72649;0.23738 -0.31839 2.71819;0.404882 0.242803 2.74405;0.0508224 0.242203 2.77935;0.541884 0.0282735 2.74405;-0.0884942 0.0359473 2.83084;0.561829 0.256839 2.65495;-0.125057 0.238171 2.68569;0.552776 0.307337 2.61903;-0.135506 0.306649 2.65723;0.497214 -1.2919 2.68051;0.0798519 -1.28592 2.70168;109;
1525195549616;0.226788 0.494525 2.73266;0.219747 0.332961 2.72194;0.222229 0.253806 2.7259;0.228788 0.0117152 2.72781;0.236472 -0.318058 2.71987;0.403239 0.243374 2.74461;0.0486273 0.242034 2.78054;0.541979 0.0284355 2.74461;-0.0889063 0.0358231 2.83057;0.560659 0.257668 2.65513;-0.126004 0.237995 2.68563;0.550837 0.306341 2.61904;-0.135388 0.306896 2.66062;0.497149 -1.29176 2.68074;0.0797326 -1.28593 2.70153;110;
1525195549659;0.224957 0.494778 2.73341;0.217953 0.333066 2.72272;0.220628 0.253904 2.72675;0.227707 0.0117961 2.72886;0.235978 -0.317987 2.72123;0.402219 0.244155 2.745;0.0471124 0.241528 2.78131;0.533469 0.0382518 2.745;-0.0888944 0.0353201 2.83199;0.558972 0.270127 2.64566;-0.126663 0.237639 2.68595;0.549541 0.310367 2.6164;-0.134309 0.307807 2.66214;0.49661 -1.29117 2.6806;0.0798975 -1.28574 2.7015;111;
