Time;Head;Neck;Spine Shoulder;Spine Mid;Spine Base;R Shoulder;L Shoulder;R Elbow;L Elbow;R Wrist;L Wrist;R Hand;L Hand;R Foot;L Foot;Frame No.;
1525195573450;0.324141 0.50264 2.81668;0.30031 0.352057 2.7708;0.29497 0.270538 2.77465;0.278431 0.0216218 2.77633;0.256399 -0.316408 2.76748;0.471395 0.223063 2.76039;0.120716 0.252882 2.79558;0.527639 -0.0557549 2.76039;0.0479984 -0.0244903 2.80938;0.624316 -0.309041 2.68535;-0.0831342 -0.266982 2.7229;0.651324 -0.380071 2.64911;-0.124952 -0.335634 2.68835;0.453699 -1.29841 2.66813;0.0799311 -1.28822 2.70726;346;
1525195573784;0.317929 0.502101 2.81503;0.300271 0.350773 2.76681;0.29522 0.269421 2.76926;0.279694 0.0213695 2.76514;0.258852 -0.314948 2.74564;0.471357 0.223497 2.75914;0.12007 0.251699 2.78693;0.528385 -0.055174 2.75914;0.0533028 -0.0282103 2.79033;0.626368 -0.31139 2.69482;-0.0740891 -0.272304 2.70257;0.657459 -0.392015 2.67948;-0.11298 -0.34878 2.66902;0.454352 -1.29893 2.66965;0.0799452 -1.28772 2.7085;347;
1525195573913;0.313528 0.500707 2.81237;0.299042 0.349063 2.7603;0.294252 0.268 2.76201;0.279299 0.0207087 2.75652;0.258775 -0.315116 2.7377;0.470491 0.223388 2.75686;0.118894 0.249861 2.7772;0.5279 -0.0550602 2.75686;0.0527234 -0.030091 2.78186;0.625918 -0.312254 2.6969;-0.0734208 -0.273535 2.69005;0.654787 -0.392716 2.68046;-0.109964 -0.34606 2.65248;0.453821 -1.29964 2.67025;0.0799735 -1.28787 2.70791;348;
1525195574084;0.30942 0.498844 2.80808;0.294349 0.347241 2.75328;0.2903 0.26656 2.75514;0.277069 0.0200432 2.75031;0.258148 -0.315299 2.73247;0.4683 0.223894 2.75252;0.116811 0.246912 2.76711;0.525976 -0.0544266 2.75252;0.051443 -0.0331704 2.7724;0.624392 -0.312453 2.69669;-0.0769791 -0.27255 2.6724;0.648581 -0.393365 2.67448;-0.111778 -0.340122 2.63422;0.454313 -1.29894 2.66972;0.0802336 -1.28722 2.70724;349;
1525195574116;0.306648 0.498009 2.80443;0.292293 0.346368 2.74898;0.288552 0.26577 2.75097;0.276151 0.019418 2.74668;0.258106 -0.315858 2.72973;0.46789 0.224064 2.75064;0.115986 0.245815 2.76315;0.525038 -0.054273 2.75064;0.0510062 -0.0343318 2.76872;0.623229 -0.312699 2.69663;-0.077935 -0.27305 2.6677;0.647056 -0.393438 2.67349;-0.114953 -0.339173 2.62991;0.454152 -1.29955 2.66878;0.0807778 -1.28602 2.70653;350;
1525195574164;0.305236 0.498223 2.8026;0.290952 0.34656 2.74795;0.287315 0.265963 2.74981;0.275205 0.0195769 2.74515;0.257597 -0.315831 2.72773;0.466578 0.224433 2.74769;0.115273 0.245747 2.76115;0.52423 -0.0534857 2.74769;0.0507146 -0.0345686 2.76593;0.621908 -0.312401 2.6967;-0.0783802 -0.272811 2.66387;0.645593 -0.393413 2.67401;-0.115928 -0.338503 2.62828;0.454023 -1.29831 2.66929;0.080795 -1.28621 2.70656;351;
1525195574230;0.303058 0.498738 2.80078;0.289735 0.347004 2.74672;0.286298 0.266344 2.74857;0.274706 0.0197709 2.74394;0.257672 -0.315892 2.72654;0.465027 0.225441 2.74499;0.114286 0.24544 2.7597;0.522378 -0.0526293 2.74499;0.0498505 -0.0351796 2.76101;0.619565 -0.312457 2.69645;-0.0793659 -0.273656 2.65974;0.642858 -0.393844 2.67183;-0.115452 -0.340686 2.6235;0.453581 -1.29847 2.66893;0.0806762 -1.2862 2.7063;352;
1525195574250;0.301663 0.498583 2.80012;0.288752 0.346834 2.74481;0.285459 0.26621 2.74668;0.274295 0.019705 2.7422;0.257789 -0.315935 2.72508;0.464097 0.225893 2.74285;0.113286 0.245384 2.75863;0.52126 -0.052264 2.74285;0.0495157 -0.0355211 2.75802;0.618029 -0.312691 2.69592;-0.0797092 -0.274213 2.65733;0.641596 -0.392449 2.67126;-0.114952 -0.341429 2.62102;0.453584 -1.29815 2.66867;0.0809979 -1.28557 2.70589;353;
1525195574293;0.299527 0.499701 2.79749;0.287906 0.347859 2.74424;0.284744 0.267042 2.74608;0.2739 0.0200697 2.74155;0.257696 -0.31604 2.72431;0.46317 0.226294 2.74078;0.112329 0.245279 2.75677;0.520477 -0.0517882 2.74078;0.0492895 -0.0357335 2.75702;0.617203 -0.312517 2.69536;-0.0796284 -0.274204 2.6553;0.642134 -0.393706 2.66905;-0.113552 -0.3411 2.62174;0.453153 -1.29808 2.67113;0.0808986 -1.28549 2.7075;354;
1525195574426;0.295533 0.49853 2.7946;0.286518 0.346611 2.74067;0.283577 0.266006 2.74282;0.273347 0.0195215 2.73916;0.257772 -0.316193 2.72297;0.461374 0.227135 2.73767;0.111024 0.245077 2.75535;0.519554 -0.0508314 2.73767;0.0487818 -0.0362072 2.75417;0.616394 -0.311345 2.6911;-0.0790264 -0.2759 2.65413;0.644197 -0.388756 2.65745;-0.110895 -0.34611 2.62611;0.452978 -1.29906 2.67229;0.0808872 -1.28555 2.70749;355;
1525195574798;0.283562 0.498628 2.78301;0.278479 0.346666 2.73271;0.276783 0.265989 2.7356;0.269819 0.019303 2.73405;0.257237 -0.316566 2.7202;0.454514 0.229963 2.7245;0.108065 0.244142 2.75438;0.518689 -0.0469169 2.7245;0.049262 -0.0376723 2.75603;0.61888 -0.302584 2.66275;-0.0720427 -0.287743 2.6785;0.646873 -0.382262 2.62939;-0.108667 -0.363446 2.66114;0.452873 -1.29903 2.67149;0.0806809 -1.28586 2.70816;356;
1525195574931;0.28095 0.4991 2.78001;0.276885 0.347106 2.72913;0.275127 0.266334 2.73223;0.268268 0.0193478 2.73146;0.256435 -0.316831 2.71896;0.453004 0.230296 2.71874;0.106122 0.243253 2.75378;0.51742 -0.046603 2.71874;0.0494517 -0.038777 2.75809;0.617379 -0.302966 2.65867;-0.0721533 -0.288512 2.67987;0.639852 -0.383237 2.6243;-0.111951 -0.364796 2.66425;0.45271 -1.29769 2.67189;0.0809409 -1.28521 2.70744;357;
1525195574964;0.279212 0.498532 2.77839;0.275692 0.346524 2.72638;0.273907 0.265795 2.72965;0.267124 0.0189157 2.72945;0.255777 -0.31715 2.71791;0.45074 0.230523 2.71491;0.10362 0.242994 2.75459;0.516805 -0.045746 2.71491;0.0500389 -0.0395592 2.75971;0.616027 -0.30243 2.65633;-0.0726718 -0.289036 2.68258;0.638789 -0.383217 2.62295;-0.112486 -0.365435 2.66505;0.453481 -1.2987 2.67345;0.081065 -1.28508 2.70754;358;
1525195574999;0.277698 0.498125 2.7753;0.274781 0.345582 2.72396;0.27297 0.264953 2.72736;0.266207 0.0183425 2.72759;0.255159 -0.317446 2.71677;0.449851 0.230474 2.71235;0.103074 0.242431 2.75385;0.516477 -0.0455822 2.71235;0.0500377 -0.0401376 2.75992;0.614924 -0.302516 2.65402;-0.0730182 -0.289533 2.68313;0.637527 -0.383403 2.62004;-0.112831 -0.36498 2.66414;0.453508 -1.29953 2.67153;0.0809363 -1.28712 2.70922;359;
1525195575031;0.277034 0.498577 2.7742;0.274226 0.345396 2.7226;0.272426 0.264785 2.72607;0.265744 0.0182171 2.72652;0.254926 -0.317541 2.7161;0.449119 0.230583 2.71078;0.102336 0.24195 2.75353;0.516014 -0.0453063 2.71078;0.0505119 -0.0407194 2.76088;0.614026 -0.302218 2.65238;-0.0731448 -0.289811 2.68408;0.63789 -0.384267 2.61951;-0.113719 -0.366128 2.66611;0.454257 -1.30048 2.67384;0.0810466 -1.28706 2.70909;360;
1525195575098;0.276284 0.499002 2.77312;0.273758 0.345596 2.72163;0.27196 0.264973 2.72514;0.26532 0.0183627 2.72574;0.254667 -0.317477 2.71559;0.448834 0.230361 2.70978;0.10135 0.241729 2.75352;0.515752 -0.0456188 2.70978;0.0505458 -0.0410659 2.76145;0.613504 -0.302673 2.65095;-0.0733989 -0.290041 2.68476;0.636746 -0.383595 2.61791;-0.114741 -0.366062 2.66649;0.454103 -1.30063 2.67384;0.0811543 -1.28684 2.70893;361;
1525195575283;0.275857 0.499911 2.76893;0.272974 0.34536 2.7203;0.271193 0.264792 2.72398;0.264639 0.0183168 2.725;0.254192 -0.31742 2.71531;0.448439 0.230252 2.7085;0.100729 0.242069 2.75351;0.515543 -0.0456435 2.7085;0.0496495 -0.0407262 2.76094;0.613247 -0.302877 2.65047;-0.074237 -0.290064 2.68555;0.638426 -0.383985 2.621;-0.117588 -0.363717 2.66578;0.453346 -1.29974 2.67414;0.0808781 -1.28614 2.70805;362;
1525195575430;0.274639 0.500996 2.76473;0.272127 0.345232 2.71811;0.270394 0.264659 2.72222;0.264026 0.0181862 2.72425;0.2538 -0.31754 2.71529;0.447964 0.229732 2.70747;0.10022 0.242188 2.75351;0.515269 -0.0459721 2.70747;0.0498655 -0.0404295 2.76398;0.613136 -0.303186 2.65041;-0.0743845 -0.289077 2.68662;0.638072 -0.385102 2.62583;-0.116972 -0.362077 2.66715;0.454411 -1.29975 2.67307;0.0807602 -1.28614 2.70755;363;
1525195575450;0.273745 0.500609 2.75844;0.272207 0.344423 2.71667;0.270339 0.264026 2.7211;0.263752 0.0179348 2.72387;0.253237 -0.317585 2.71545;0.447815 0.229831 2.70718;0.0983834 0.242366 2.75387;0.514594 -0.045991 2.70718;0.0493731 -0.0404706 2.76447;0.612656 -0.303189 2.65043;-0.0754923 -0.288945 2.68763;0.637348 -0.384525 2.62445;-0.118802 -0.362279 2.66754;0.454001 -1.29964 2.67362;0.0812844 -1.28504 2.70715;364;
1525195575521;0.272271 0.502269 2.75532;0.272056 0.344535 2.71581;0.270153 0.26409 2.72038;0.263505 0.0179059 2.72356;0.252909 -0.317685 2.71554;0.447685 0.229724 2.7071;0.0977092 0.242367 2.75382;0.514512 -0.0460658 2.7071;0.0491671 -0.0405132 2.76476;0.612424 -0.303311 2.65042;-0.0761388 -0.288929 2.68855;0.635615 -0.380748 2.62699;-0.119323 -0.364086 2.66918;0.454297 -1.29837 2.67148;0.0814949 -1.28468 2.70733;365;
1525195575549;0.27136 0.502465 2.75344;0.27174 0.344582 2.71545;0.269746 0.26412 2.72002;0.262717 0.017879 2.72327;0.251441 -0.3178 2.71571;0.447388 0.229542 2.707;0.0971683 0.24238 2.75378;0.514114 -0.0462516 2.707;0.048295 -0.0403525 2.76554;0.612077 -0.303592 2.65085;-0.07658 -0.289183 2.69011;0.635724 -0.380696 2.63019;-0.119293 -0.364458 2.67137;0.45426 -1.29808 2.6697;0.0815594 -1.28492 2.70692;366;
1525195575586;0.27071 0.502487 2.75223;0.271062 0.344283 2.71469;0.269057 0.263854 2.71939;0.261982 0.0177046 2.72304;0.250539 -0.317866 2.7161;0.447252 0.229488 2.70704;0.0963332 0.242509 2.754;0.513689 -0.0463861 2.70704;0.0475723 -0.0401954 2.76618;0.611647 -0.303837 2.65125;-0.0770223 -0.28927 2.69116;0.635102 -0.38011 2.63041;-0.119405 -0.367191 2.67192;0.454317 -1.29835 2.67011;0.0809987 -1.28524 2.70608;367;
1525195575663;0.269327 0.502488 2.75026;0.270417 0.343732 2.71462;0.268414 0.263354 2.71935;0.261325 0.0173505 2.72316;0.249886 -0.318027 2.7166;0.446668 0.229582 2.70736;0.0940349 0.241682 2.75577;0.512909 -0.0463156 2.70736;0.0472084 -0.0414288 2.7671;0.611272 -0.30392 2.65285;-0.0776255 -0.290543 2.69275;0.635931 -0.381652 2.63616;-0.119864 -0.367816 2.67663;0.453861 -1.29913 2.67065;0.0805991 -1.28537 2.70506;368;
1525195575750;0.267582 0.503712 2.74803;0.2687 0.343011 2.71414;0.267015 0.262748 2.71913;0.260563 0.0169905 2.72352;0.249562 -0.318272 2.71826;0.445715 0.230071 2.70806;0.0922826 0.24102 2.75692;0.511537 -0.0459086 2.70806;0.0467173 -0.0422314 2.76874;0.610623 -0.303593 2.65504;-0.0783724 -0.291448 2.69534;0.636388 -0.381496 2.64205;-0.120883 -0.368122 2.68011;0.453599 -1.29987 2.67107;0.0806711 -1.28513 2.70492;369;
1525195576088;0.260206 0.50459 2.74366;0.26595 0.343016 2.71269;0.264948 0.262776 2.71853;0.259367 0.0171236 2.72471;0.249316 -0.317432 2.72598;0.442094 0.231121 2.70854;0.08758 0.241968 2.75705;0.506236 -0.0446425 2.70854;0.0440212 -0.041593 2.76892;0.605393 -0.304622 2.6684;-0.0812375 -0.29091 2.69629;0.631036 -0.383477 2.65885;-0.12784 -0.367801 2.67635;0.454453 -1.30033 2.67027;0.0807176 -1.28513 2.70501;370;
1525195576231;0.255436 0.506262 2.73878;0.263566 0.342957 2.70992;0.262846 0.262742 2.7166;0.258336 0.0171641 2.72468;0.248742 -0.317298 2.727;0.440336 0.231755 2.70879;0.0854639 0.241773 2.75531;0.5039 -0.0440871 2.70879;0.0402146 -0.0415799 2.76667;0.603685 -0.303967 2.66963;-0.0858179 -0.290186 2.69276;0.628386 -0.381005 2.65208;-0.136128 -0.360543 2.66152;0.455268 -1.30116 2.67307;0.0807024 -1.28563 2.70634;371;
1525195576297;0.253685 0.506045 2.73587;0.262597 0.342707 2.70938;0.261899 0.262507 2.71617;0.257745 0.0170222 2.72478;0.248618 -0.31737 2.72733;0.439438 0.231963 2.70893;0.0842722 0.241661 2.75429;0.50277 -0.0439102 2.70893;0.03892 -0.0417532 2.76495;0.602782 -0.30389 2.67075;-0.0878044 -0.289536 2.68918;0.629715 -0.381257 2.64805;-0.135995 -0.361039 2.65615;0.455313 -1.30119 2.67323;0.0806283 -1.28548 2.70626;372;
1525195576583;0.253534 0.506182 2.73127;0.261814 0.341939 2.70855;0.260995 0.261742 2.71502;0.2568 0.0164618 2.72307;0.248127 -0.317593 2.72383;0.439268 0.231899 2.70886;0.0839289 0.24104 2.75322;0.502293 -0.0442898 2.70886;0.0384191 -0.0428714 2.75846;0.603037 -0.303934 2.66919;-0.0862238 -0.290992 2.67997;0.634056 -0.38018 2.64053;-0.121053 -0.36076 2.64299;0.455154 -1.30109 2.67341;0.0803686 -1.28485 2.70452;373;
1525195576663;0.253446 0.505312 2.72804;0.261203 0.340767 2.70819;0.26044 0.260708 2.71439;0.256483 0.0157417 2.72173;0.248764 -0.317883 2.72024;0.439095 0.231848 2.7088;0.0837863 0.240549 2.75247;0.502433 -0.0445558 2.7088;0.0381789 -0.0434619 2.75632;0.603448 -0.304289 2.66842;-0.0851862 -0.292003 2.67703;0.634141 -0.38029 2.64079;-0.120865 -0.362853 2.64413;0.454773 -1.30083 2.67392;0.0803935 -1.28457 2.70442;374;
1525195576749;0.253274 0.504597 2.72498;0.261028 0.339666 2.70759;0.260245 0.259604 2.71348;0.256354 0.0146902 2.71995;0.249126 -0.31879 2.71691;0.439264 0.231682 2.70856;0.0835839 0.239956 2.75139;0.502646 -0.0449995 2.70856;0.0387475 -0.0442424 2.7544;0.604187 -0.30443 2.66612;-0.08453 -0.29288 2.6753;0.634558 -0.380797 2.63793;-0.119287 -0.3664 2.64488;0.454663 -1.3005 2.67263;0.0805542 -1.28447 2.70461;375;
1525195576797;0.252849 0.504979 2.72355;0.260744 0.339229 2.70691;0.259997 0.259176 2.71257;0.256385 0.0143714 2.7185;0.249924 -0.318893 2.71468;0.439125 0.231665 2.70838;0.0835804 0.239367 2.75058;0.502775 -0.0450239 2.70838;0.0388241 -0.0448101 2.75399;0.604547 -0.304208 2.66484;-0.0842133 -0.293483 2.67458;0.634366 -0.380332 2.63728;-0.12046 -0.367582 2.64467;0.454575 -1.30056 2.67269;0.0803492 -1.28459 2.70464;376;
1525195576929;0.252058 0.504624 2.72073;0.260469 0.338364 2.70583;0.259725 0.258382 2.71126;0.256214 0.0138666 2.71668;0.250043 -0.318944 2.71232;0.438844 0.231212 2.70745;0.0833724 0.239115 2.75002;0.502849 -0.0456441 2.70745;0.0390403 -0.045179 2.75277;0.605207 -0.304559 2.66225;-0.0836554 -0.294083 2.6736;0.635389 -0.380152 2.63045;-0.119616 -0.368154 2.64351;0.45441 -1.30081 2.67326;0.080356 -1.28466 2.70457;377;
1525195576949;0.25173 0.503915 2.71869;0.260033 0.337146 2.70527;0.259291 0.257325 2.71049;0.255791 0.0131927 2.71533;0.249675 -0.319081 2.71002;0.438615 0.230983 2.70679;0.0831917 0.238887 2.74957;0.503035 -0.0458142 2.70679;0.039128 -0.0455113 2.75149;0.605408 -0.304665 2.66107;-0.0835976 -0.294611 2.67311;0.634336 -0.379692 2.63111;-0.120494 -0.368605 2.64405;0.454239 -1.30068 2.67411;0.0802295 -1.28468 2.70449;378;
1525195577000;0.251256 0.503356 2.71734;0.259794 0.336422 2.70458;0.259086 0.25662 2.70962;0.255768 0.0125781 2.71401;0.25004 -0.319559 2.70819;0.438346 0.230836 2.70583;0.0830291 0.238429 2.74877;0.502966 -0.0459821 2.70583;0.039066 -0.045986 2.75065;0.605626 -0.304467 2.65861;-0.0831314 -0.295273 2.672;0.634751 -0.3825 2.62698;-0.120367 -0.368165 2.64228;0.45399 -1.29851 2.67536;0.0799896 -1.28475 2.70342;379;
1525195577098;0.250855 0.503107 2.71643;0.259766 0.335775 2.70368;0.258995 0.255958 2.70845;0.255466 0.0119323 2.71208;0.249414 -0.320142 2.70531;0.43791 0.230586 2.70455;0.0828344 0.237964 2.74812;0.502831 -0.046186 2.70455;0.0390514 -0.046482 2.74992;0.605258 -0.303959 2.65378;-0.0830984 -0.295821 2.67138;0.633164 -0.38143 2.62066;-0.119387 -0.367091 2.64147;0.453765 -1.29861 2.67525;0.0799985 -1.2843 2.7032;380;
1525195577149;0.250616 0.502828 2.71594;0.259622 0.335561 2.7034;0.258825 0.255728 2.70805;0.255252 0.0116721 2.71132;0.249202 -0.320457 2.70414;0.437333 0.230174 2.70354;0.0826626 0.237457 2.74786;0.502592 -0.0465869 2.70354;0.0390451 -0.0470076 2.74971;0.604905 -0.304079 2.651;-0.0832623 -0.296242 2.67108;0.633692 -0.380063 2.61946;-0.124184 -0.367462 2.64282;0.454294 -1.29821 2.67267;0.0800246 -1.28433 2.70319;381;
1525195577315;0.249579 0.501211 2.71351;0.259484 0.334478 2.70217;0.258608 0.254687 2.70657;0.254796 0.0107894 2.70919;0.248394 -0.321102 2.70123;0.436283 0.229421 2.70209;0.0822565 0.236855 2.74783;0.502377 -0.0470686 2.70209;0.0388935 -0.0476355 2.74978;0.604925 -0.304363 2.64953;-0.0831517 -0.297202 2.67193;0.631777 -0.379885 2.61903;-0.122352 -0.371423 2.65038;0.454248 -1.29869 2.67237;0.0796437 -1.28474 2.7034;382;
1525195577421;0.248979 0.500585 2.71286;0.2592 0.334167 2.70219;0.258324 0.254411 2.70649;0.254453 0.0105401 2.7088;0.247943 -0.321359 2.70025;0.435783 0.229381 2.70162;0.0818019 0.23631 2.74831;0.502038 -0.0470677 2.70162;0.0386578 -0.0481891 2.75052;0.604639 -0.304328 2.64903;-0.082942 -0.298209 2.67359;0.63146 -0.381083 2.62053;-0.121707 -0.374128 2.65728;0.454574 -1.29892 2.67023;0.0796496 -1.28467 2.70348;383;
1525195577449;0.24868 0.500545 2.71294;0.259058 0.334025 2.70208;0.258147 0.254267 2.7063;0.254174 0.0104084 2.70836;0.247558 -0.321468 2.69952;0.435472 0.229427 2.7015;0.0812919 0.23598 2.74869;0.501632 -0.0471238 2.7015;0.0385481 -0.0485691 2.75099;0.604286 -0.30433 2.64828;-0.0829013 -0.299157 2.676;0.63001 -0.381866 2.62079;-0.122308 -0.375902 2.66073;0.454173 -1.29931 2.67099;0.0798155 -1.28457 2.70358;384;
1525195577485;0.248303 0.500355 2.71313;0.258709 0.333686 2.70211;0.257842 0.253995 2.70626;0.253977 0.0102664 2.70821;0.247458 -0.32152 2.69929;0.435368 0.229376 2.70142;0.0808456 0.235632 2.74931;0.501469 -0.0472169 2.70142;0.0383738 -0.0489107 2.75215;0.604272 -0.304408 2.64822;-0.0829313 -0.299622 2.6774;0.630321 -0.381256 2.61994;-0.122135 -0.376425 2.6606;0.453787 -1.29856 2.66981;0.0803597 -1.28442 2.70374;385;
1525195577598;0.247649 0.4999 2.71364;0.258308 0.333212 2.70237;0.257415 0.253606 2.70639;0.253388 0.0100245 2.70804;0.246441 -0.321587 2.69862;0.43482 0.229251 2.70128;0.0804668 0.235393 2.74978;0.501038 -0.0473701 2.70128;0.0379678 -0.049089 2.7533;0.603709 -0.304531 2.64738;-0.0828586 -0.300365 2.67991;0.628619 -0.381026 2.61805;-0.123039 -0.37787 2.66224;0.453451 -1.29791 2.67123;0.0804143 -1.28437 2.7038;386;
1525195577698;0.246968 0.499721 2.71437;0.25682 0.332722 2.70311;0.256022 0.253202 2.70694;0.252301 0.0098439 2.7082;0.245718 -0.321589 2.69854;0.43412 0.229073 2.70162;0.0794942 0.234998 2.75072;0.500268 -0.0475572 2.70162;0.0366697 -0.0494284 2.75427;0.602718 -0.304521 2.64665;-0.0833753 -0.301045 2.68076;0.628515 -0.380632 2.61896;-0.124389 -0.377673 2.66085;0.453753 -1.29939 2.67308;0.0807349 -1.28446 2.70441;387;
1525195577816;0.246461 0.499506 2.71465;0.254934 0.332159 2.7042;0.25431 0.252729 2.70776;0.251101 0.00960597 2.70842;0.245043 -0.321647 2.69836;0.432721 0.229205 2.70238;0.0785079 0.233876 2.75159;0.499284 -0.0474356 2.70238;0.0358431 -0.0505859 2.75486;0.60211 -0.304212 2.64657;-0.0847008 -0.301808 2.68075;0.627059 -0.380446 2.6225;-0.128592 -0.375727 2.65598;0.454821 -1.3003 2.66589;0.0808469 -1.28453 2.70485;388;
1525195577857;0.245695 0.499367 2.7156;0.25365 0.332134 2.70582;0.253088 0.252707 2.70909;0.250128 0.00961164 2.70907;0.244413 -0.321622 2.69845;0.431903 0.229175 2.7043;0.0777337 0.233302 2.75303;0.498281 -0.0475476 2.7043;0.0349656 -0.051182 2.75573;0.601126 -0.304106 2.64744;-0.0857356 -0.302163 2.68097;0.627553 -0.380858 2.62617;-0.129879 -0.376546 2.65794;0.454958 -1.30077 2.66672;0.0806104 -1.28458 2.70452;389;
1525195577949;0.244939 0.498982 2.71659;0.252131 0.331386 2.70769;0.251691 0.252098 2.71066;0.249154 0.00936821 2.70986;0.243973 -0.321588 2.6986;0.430885 0.228826 2.7057;0.0766053 0.232461 2.75424;0.497851 -0.0478278 2.7057;0.0335391 -0.0519669 2.75696;0.600733 -0.304296 2.64801;-0.0865308 -0.302923 2.68094;0.626629 -0.381061 2.62892;-0.12791 -0.377037 2.65815;0.453828 -1.29777 2.67587;0.0805877 -1.28445 2.70444;390;
1525195578082;0.244448 0.498901 2.7177;0.250505 0.331027 2.70957;0.250175 0.25178 2.71231;0.248042 0.00919851 2.71082;0.243465 -0.321597 2.69883;0.428878 0.2286 2.70824;0.0755073 0.232241 2.75554;0.496767 -0.047988 2.70824;0.0326499 -0.05227 2.75751;0.599938 -0.304362 2.6495;-0.0870649 -0.303426 2.68162;0.626126 -0.379907 2.63113;-0.127359 -0.379471 2.66024;0.453742 -1.29795 2.67551;0.0805856 -1.28481 2.70412;391;
1525195578115;0.244143 0.498699 2.71934;0.249437 0.331024 2.71196;0.249168 0.251789 2.71442;0.24728 0.00926349 2.71214;0.243127 -0.321486 2.69924;0.427513 0.228837 2.71111;0.0740834 0.231832 2.75714;0.495521 -0.0478759 2.71111;0.032011 -0.0528295 2.75856;0.598807 -0.304228 2.65138;-0.0874616 -0.303939 2.68205;0.6252 -0.381146 2.63297;-0.127903 -0.379649 2.66123;0.454016 -1.29929 2.67488;0.0804263 -1.28464 2.70359;392;
1525195578215;0.243524 0.499135 2.7224;0.246508 0.332679 2.71576;0.24659 0.253176 2.71778;0.2457 0.00999152 2.71422;0.242664 -0.321316 2.69988;0.425843 0.228858 2.71453;0.0728822 0.231593 2.75876;0.494103 -0.0479268 2.71453;0.0308039 -0.0530711 2.76004;0.59784 -0.303955 2.6533;-0.087863 -0.304243 2.68233;0.624444 -0.379576 2.63712;-0.128063 -0.379267 2.65992;0.454347 -1.29975 2.67649;0.0806821 -1.28423 2.70307;393;
1525195578282;0.243141 0.499426 2.72381;0.245372 0.333577 2.71815;0.245493 0.253983 2.72001;0.244804 0.0105236 2.71591;0.242234 -0.321124 2.70063;0.424897 0.229149 2.71636;0.0711559 0.231149 2.76067;0.492455 -0.0477348 2.71636;0.0293746 -0.053622 2.76093;0.596611 -0.303376 2.65492;-0.0890606 -0.304756 2.68268;0.621368 -0.379696 2.63934;-0.130195 -0.377941 2.6601;0.454277 -1.29975 2.6775;0.0806015 -1.28458 2.70325;394;
1525195578315;0.243121 0.499728 2.72504;0.244885 0.333773 2.7186;0.244979 0.254173 2.72054;0.244242 0.0106786 2.71665;0.241779 -0.321056 2.70147;0.424143 0.22894 2.71758;0.0698559 0.23112 2.76243;0.491367 -0.0479296 2.71758;0.0287414 -0.053805 2.76175;0.595977 -0.303244 2.65629;-0.0894075 -0.304888 2.68281;0.620037 -0.380266 2.64083;-0.130538 -0.378047 2.65898;0.453885 -1.29867 2.67372;0.0808681 -1.28433 2.70364;395;
1525195578347;0.243045 0.499737 2.72565;0.244086 0.333703 2.71906;0.244205 0.254113 2.72101;0.243581 0.0106467 2.71712;0.241379 -0.321059 2.7018;0.423662 0.228746 2.71841;0.0691611 0.231169 2.76277;0.490587 -0.0481954 2.71841;0.0280512 -0.0537566 2.76209;0.594898 -0.303824 2.65785;-0.0897458 -0.304888 2.68272;0.618809 -0.379888 2.63847;-0.131835 -0.377716 2.65662;0.453688 -1.29719 2.67071;0.0804732 -1.28493 2.70142;396;
1525195578381;0.243018 0.499794 2.72597;0.243644 0.333769 2.71965;0.243751 0.25416 2.7217;0.243117 0.0106204 2.71811;0.241015 -0.321213 2.7031;0.423437 0.228684 2.72006;0.0687873 0.231036 2.76301;0.489308 -0.048551 2.72006;0.027419 -0.0538306 2.76262;0.593295 -0.30494 2.66165;-0.0901844 -0.304964 2.68293;0.6187 -0.379265 2.64181;-0.133941 -0.376265 2.65865;0.453613 -1.29895 2.67281;0.0804039 -1.28549 2.7016;397;
1525195578415;0.243074 0.499744 2.72612;0.243054 0.333767 2.72019;0.243192 0.254143 2.72226;0.242664 0.0105634 2.71866;0.240749 -0.321311 2.70356;0.422863 0.228517 2.72127;0.0682385 0.231139 2.76351;0.488588 -0.0488121 2.72127;0.0268033 -0.0537151 2.76315;0.592749 -0.305067 2.66222;-0.090496 -0.30488 2.68306;0.617499 -0.377947 2.64064;-0.134793 -0.376456 2.65725;0.453639 -1.29872 2.67334;0.0802599 -1.2854 2.70144;398;
1525195578629;0.242863 0.500048 2.72679;0.240608 0.334089 2.72274;0.241076 0.254408 2.72456;0.241432 0.0106864 2.72027;0.240396 -0.321313 2.70434;0.420686 0.228484 2.72469;0.0674031 0.230659 2.7649;0.487069 -0.0488061 2.72469;0.0252566 -0.0539868 2.76595;0.591448 -0.30539 2.66636;-0.0915685 -0.304961 2.68438;0.61975 -0.379663 2.64932;-0.136192 -0.378104 2.66408;0.453547 -1.29838 2.67268;0.080216 -1.28744 2.70774;399;
1525195578716;0.242691 0.500223 2.72729;0.239758 0.334575 2.72458;0.240243 0.254811 2.72631;0.2407 0.010854 2.7217;0.239918 -0.321406 2.70526;0.419856 0.228103 2.72638;0.0661234 0.230069 2.76725;0.486286 -0.0491958 2.72638;0.0241209 -0.0546351 2.76763;0.590984 -0.305607 2.66771;-0.0921517 -0.305628 2.68524;0.619934 -0.380323 2.65039;-0.135951 -0.379179 2.66516;0.454719 -1.30037 2.67293;0.0812225 -1.28614 2.70761;400;
